source,target,edge_type,weight,metadata
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,IP_00398,USES_IP,1.0,{}
CUST_00005,PM_0247,USES_PAYMENT,1.0,{}
CUST_00005,TXN_01355,INITIATED,1.0,"{""timestamp"": ""2026-01-09T05:35:40""}"
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,DEV_0089,USES_DEVICE,1.0,{}
CUST_00005,IP_00136,USES_IP,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,PM_0322,USES_PAYMENT,1.0,{}
CUST_00005,TXN_02234,INITIATED,1.0,"{""timestamp"": ""2026-01-14T14:17:46""}"
CUST_00005,TXN_02515,INITIATED,1.0,"{""timestamp"": ""2026-01-16T09:47:26""}"
CUST_00005,TXN_02686,INITIATED,1.0,"{""timestamp"": ""2026-01-17T09:07:56""}"
CUST_00005,IP_00222,USES_IP,1.0,{}
CUST_00005,TXN_04326,INITIATED,1.0,"{""timestamp"": ""2026-01-27T10:28:54""}"
CUST_00005,TXN_04515,INITIATED,1.0,"{""timestamp"": ""2026-01-28T15:23:21""}"
CUST_00005,TXN_04764,INITIATED,1.0,"{""timestamp"": ""2026-01-30T07:58:14""}"
CUST_00005,TXN_07996,INITIATED,1.0,"{""timestamp"": ""2026-02-18T07:09:19""}"
CUST_00005,TXN_08032,INITIATED,1.0,"{""timestamp"": ""2026-02-18T10:46:17""}"
CUST_00005,DEV_0295,USES_DEVICE,1.0,{}
CUST_00005,TXN_09736,INITIATED,1.0,"{""timestamp"": ""2026-02-28T09:59:10""}"
CUST_00005,DEV_0340,USES_DEVICE,1.0,{}
CUST_00006,TXN_00226,INITIATED,1.0,"{""timestamp"": ""2026-01-02T06:17:07""}"
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,DEV_0440,USES_DEVICE,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,IP_00882,USES_IP,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,PM_0245,USES_PAYMENT,1.0,{}
CUST_00006,TXN_02040,INITIATED,1.0,"{""timestamp"": ""2026-01-13T12:02:54""}"
CUST_00006,TXN_02824,INITIATED,1.0,"{""timestamp"": ""2026-01-18T07:13:37""}"
CUST_00006,TXN_04542,INITIATED,1.0,"{""timestamp"": ""2026-01-29T02:12:30""}"
CUST_00006,TXN_04949,INITIATED,1.0,"{""timestamp"": ""2026-01-31T09:12:43""}"
CUST_00006,TXN_06784,INITIATED,1.0,"{""timestamp"": ""2026-02-11T05:42:21""}"
CUST_00007,TXN_00566,INITIATED,1.0,"{""timestamp"": ""2026-01-04T08:40:25""}"
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,DEV_0321,USES_DEVICE,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,IP_00860,USES_IP,1.0,{}
CUST_00007,PM_0481,USES_PAYMENT,1.0,{}
CUST_00007,PM_0481,USES_PAYMENT,1.0,{}
CUST_00007,PM_0481,USES_PAYMENT,1.0,{}
CUST_00007,PM_0481,USES_PAYMENT,1.0,{}
CUST_00007,TXN_02464,INITIATED,1.0,"{""timestamp"": ""2026-01-16T04:41:12""}"
CUST_00007,TXN_02574,INITIATED,1.0,"{""timestamp"": ""2026-01-16T15:01:05""}"
CUST_00007,PM_0486,USES_PAYMENT,1.0,{}
CUST_00007,TXN_05476,INITIATED,1.0,"{""timestamp"": ""2026-02-03T11:21:50""}"
CUST_00007,PM_0135,USES_PAYMENT,1.0,{}
CUST_00007,PM_0135,USES_PAYMENT,1.0,{}
CUST_00007,PM_0135,USES_PAYMENT,1.0,{}
CUST_00007,PM_0135,USES_PAYMENT,1.0,{}
CUST_00007,TXN_07395,INITIATED,1.0,"{""timestamp"": ""2026-02-14T17:23:26""}"
CUST_00007,TXN_09006,INITIATED,1.0,"{""timestamp"": ""2026-02-24T03:08:11""}"
CUST_00007,TXN_09064,INITIATED,1.0,"{""timestamp"": ""2026-02-24T08:50:07""}"
CUST_00007,TXN_09328,INITIATED,1.0,"{""timestamp"": ""2026-02-25T17:20:42""}"
CUST_00007,TXN_09572,INITIATED,1.0,"{""timestamp"": ""2026-02-27T07:48:32""}"
CUST_00008,TXN_01360,INITIATED,1.0,"{""timestamp"": ""2026-01-09T05:58:47""}"
CUST_00008,DEV_0344,USES_DEVICE,1.0,{}
CUST_00008,DEV_0344,USES_DEVICE,1.0,{}
CUST_00008,DEV_0344,USES_DEVICE,1.0,{}
CUST_00008,IP_00744,USES_IP,1.0,{}
CUST_00008,IP_00744,USES_IP,1.0,{}
CUST_00008,IP_00744,USES_IP,1.0,{}
CUST_00008,IP_00744,USES_IP,1.0,{}
CUST_00008,IP_00744,USES_IP,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,PM_0201,USES_PAYMENT,1.0,{}
CUST_00008,TXN_01706,INITIATED,1.0,"{""timestamp"": ""2026-01-11T07:37:54""}"
CUST_00008,DEV_0203,USES_DEVICE,1.0,{}
CUST_00008,DEV_0203,USES_DEVICE,1.0,{}
CUST_00008,DEV_0203,USES_DEVICE,1.0,{}
CUST_00008,TXN_05891,INITIATED,1.0,"{""timestamp"": ""2026-02-06T03:10:33""}"
CUST_00008,TXN_06660,INITIATED,1.0,"{""timestamp"": ""2026-02-10T11:43:57""}"
CUST_00008,TXN_06858,INITIATED,1.0,"{""timestamp"": ""2026-02-11T12:50:13""}"
CUST_00008,IP_00053,USES_IP,1.0,{}
CUST_00008,TXN_07888,INITIATED,1.0,"{""timestamp"": ""2026-02-17T14:15:55""}"
CUST_00009,TXN_00475,INITIATED,1.0,"{""timestamp"": ""2026-01-03T15:51:43""}"
CUST_00009,DEV_0487,USES_DEVICE,1.0,{}
CUST_00009,DEV_0487,USES_DEVICE,1.0,{}
CUST_00009,DEV_0487,USES_DEVICE,1.0,{}
CUST_00009,IP_00911,USES_IP,1.0,{}
CUST_00009,IP_00911,USES_IP,1.0,{}
CUST_00009,IP_00911,USES_IP,1.0,{}
CUST_00009,IP_00911,USES_IP,1.0,{}
CUST_00009,PM_0447,USES_PAYMENT,1.0,{}
CUST_00009,PM_0447,USES_PAYMENT,1.0,{}
CUST_00009,PM_0447,USES_PAYMENT,1.0,{}
CUST_00009,PM_0447,USES_PAYMENT,1.0,{}
CUST_00009,TXN_06263,INITIATED,1.0,"{""timestamp"": ""2026-02-08T03:03:25""}"
CUST_00009,TXN_06304,INITIATED,1.0,"{""timestamp"": ""2026-02-08T08:31:10""}"
CUST_00009,TXN_09959,INITIATED,1.0,"{""timestamp"": ""2026-03-01T13:28:37""}"
CUST_00009,DEV_0157,USES_DEVICE,1.0,{}
CUST_00010,TXN_00941,INITIATED,1.0,"{""timestamp"": ""2026-01-06T13:50:08""}"
CUST_00010,DEV_0255,USES_DEVICE,1.0,{}
CUST_00010,DEV_0255,USES_DEVICE,1.0,{}
CUST_00010,DEV_0255,USES_DEVICE,1.0,{}
CUST_00010,DEV_0255,USES_DEVICE,1.0,{}
CUST_00010,IP_00444,USES_IP,1.0,{}
CUST_00010,IP_00444,USES_IP,1.0,{}
CUST_00010,IP_00444,USES_IP,1.0,{}
CUST_00010,IP_00444,USES_IP,1.0,{}
CUST_00010,PM_0044,USES_PAYMENT,1.0,{}
CUST_00010,PM_0044,USES_PAYMENT,1.0,{}
CUST_00010,PM_0044,USES_PAYMENT,1.0,{}
CUST_00010,TXN_02416,INITIATED,1.0,"{""timestamp"": ""2026-01-15T16:32:43""}"
CUST_00010,TXN_05943,INITIATED,1.0,"{""timestamp"": ""2026-02-06T08:59:39""}"
CUST_00010,TXN_06719,INITIATED,1.0,"{""timestamp"": ""2026-02-10T17:41:35""}"
CUST_00010,PM_0066,USES_PAYMENT,1.0,{}
CUST_00011,TXN_01617,INITIATED,1.0,"{""timestamp"": ""2026-01-10T15:48:26""}"
CUST_00011,DEV_0144,USES_DEVICE,1.0,{}
CUST_00011,DEV_0144,USES_DEVICE,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,IP_00827,USES_IP,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,PM_0175,USES_PAYMENT,1.0,{}
CUST_00011,TXN_03582,INITIATED,1.0,"{""timestamp"": ""2026-01-23T01:39:39""}"
CUST_00011,DEV_0225,USES_DEVICE,1.0,{}
CUST_00011,TXN_05016,INITIATED,1.0,"{""timestamp"": ""2026-01-31T14:56:29""}"
CUST_00011,TXN_07011,INITIATED,1.0,"{""timestamp"": ""2026-02-12T13:03:51""}"
CUST_00011,DEV_0012,USES_DEVICE,1.0,{}
CUST_00011,DEV_0012,USES_DEVICE,1.0,{}
CUST_00011,DEV_0012,USES_DEVICE,1.0,{}
CUST_00011,TXN_07408,INITIATED,1.0,"{""timestamp"": ""2026-02-15T00:11:14""}"
CUST_00011,DEV_0013,USES_DEVICE,1.0,{}
CUST_00011,TXN_07920,INITIATED,1.0,"{""timestamp"": ""2026-02-17T21:58:15""}"
CUST_00011,TXN_08088,INITIATED,1.0,"{""timestamp"": ""2026-02-18T17:09:50""}"
CUST_00012,TXN_00683,INITIATED,1.0,"{""timestamp"": ""2026-01-05T04:39:34""}"
CUST_00012,DEV_0388,USES_DEVICE,1.0,{}
CUST_00012,DEV_0388,USES_DEVICE,1.0,{}
CUST_00012,DEV_0388,USES_DEVICE,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,IP_00705,USES_IP,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,PM_0287,USES_PAYMENT,1.0,{}
CUST_00012,TXN_01403,INITIATED,1.0,"{""timestamp"": ""2026-01-09T10:31:07""}"
CUST_00012,TXN_06642,INITIATED,1.0,"{""timestamp"": ""2026-02-10T09:53:08""}"
CUST_00012,TXN_07650,INITIATED,1.0,"{""timestamp"": ""2026-02-16T08:06:54""}"
CUST_00012,DEV_0012,USES_DEVICE,1.0,{}
CUST_00012,DEV_0012,USES_DEVICE,1.0,{}
CUST_00012,DEV_0012,USES_DEVICE,1.0,{}
CUST_00012,TXN_07659,INITIATED,1.0,"{""timestamp"": ""2026-02-16T09:03:17""}"
CUST_00012,TXN_08441,INITIATED,1.0,"{""timestamp"": ""2026-02-20T14:06:10""}"
CUST_00012,DEV_0039,USES_DEVICE,1.0,{}
CUST_00012,TXN_08471,INITIATED,1.0,"{""timestamp"": ""2026-02-20T18:44:25""}"
CUST_00012,TXN_09621,INITIATED,1.0,"{""timestamp"": ""2026-02-27T12:59:07""}"
CUST_00012,DEV_0013,USES_DEVICE,1.0,{}
CUST_00013,TXN_00294,INITIATED,1.0,"{""timestamp"": ""2026-01-02T14:17:54""}"
CUST_00013,DEV_0355,USES_DEVICE,1.0,{}
CUST_00013,DEV_0355,USES_DEVICE,1.0,{}
CUST_00013,DEV_0355,USES_DEVICE,1.0,{}
CUST_00013,DEV_0355,USES_DEVICE,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,IP_00351,USES_IP,1.0,{}
CUST_00013,PM_0089,USES_PAYMENT,1.0,{}
CUST_00013,TXN_05792,INITIATED,1.0,"{""timestamp"": ""2026-02-05T08:16:33""}"
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,PM_0316,USES_PAYMENT,1.0,{}
CUST_00013,TXN_06771,INITIATED,1.0,"{""timestamp"": ""2026-02-11T04:52:59""}"
CUST_00013,PM_0192,USES_PAYMENT,1.0,{}
CUST_00013,TXN_06889,INITIATED,1.0,"{""timestamp"": ""2026-02-11T18:09:00""}"
CUST_00013,DEV_0012,USES_DEVICE,1.0,{}
CUST_00013,DEV_0012,USES_DEVICE,1.0,{}
CUST_00013,DEV_0012,USES_DEVICE,1.0,{}
CUST_00013,DEV_0012,USES_DEVICE,1.0,{}
CUST_00013,TXN_06896,INITIATED,1.0,"{""timestamp"": ""2026-02-11T20:27:08""}"
CUST_00013,TXN_07176,INITIATED,1.0,"{""timestamp"": ""2026-02-13T14:38:53""}"
CUST_00013,DEV_0013,USES_DEVICE,1.0,{}
CUST_00013,DEV_0013,USES_DEVICE,1.0,{}
CUST_00013,TXN_07320,INITIATED,1.0,"{""timestamp"": ""2026-02-14T11:41:29""}"
CUST_00013,IP_00791,USES_IP,1.0,{}
CUST_00013,TXN_07684,INITIATED,1.0,"{""timestamp"": ""2026-02-16T12:20:40""}"
CUST_00013,TXN_08717,INITIATED,1.0,"{""timestamp"": ""2026-02-22T07:36:15""}"
CUST_00013,TXN_08941,INITIATED,1.0,"{""timestamp"": ""2026-02-23T12:22:38""}"
CUST_00014,TXN_00507,INITIATED,1.0,"{""timestamp"": ""2026-01-04T02:16:10""}"
CUST_00014,DEV_0117,USES_DEVICE,1.0,{}
CUST_00014,DEV_0117,USES_DEVICE,1.0,{}
CUST_00014,IP_00246,USES_IP,1.0,{}
CUST_00014,IP_00246,USES_IP,1.0,{}
CUST_00014,IP_00246,USES_IP,1.0,{}
CUST_00014,PM_0498,USES_PAYMENT,1.0,{}
CUST_00014,PM_0498,USES_PAYMENT,1.0,{}
CUST_00014,TXN_06755,INITIATED,1.0,"{""timestamp"": ""2026-02-11T03:32:26""}"
CUST_00014,DEV_0013,USES_DEVICE,1.0,{}
CUST_00014,DEV_0013,USES_DEVICE,1.0,{}
CUST_00014,IP_00928,USES_IP,1.0,{}
CUST_00014,IP_00928,USES_IP,1.0,{}
CUST_00014,IP_00928,USES_IP,1.0,{}
CUST_00014,PM_0290,USES_PAYMENT,1.0,{}
CUST_00014,PM_0290,USES_PAYMENT,1.0,{}
CUST_00014,PM_0290,USES_PAYMENT,1.0,{}
CUST_00014,PM_0290,USES_PAYMENT,1.0,{}
CUST_00014,TXN_07210,INITIATED,1.0,"{""timestamp"": ""2026-02-14T00:16:05""}"
CUST_00014,TXN_07241,INITIATED,1.0,"{""timestamp"": ""2026-02-14T03:38:48""}"
CUST_00014,DEV_0012,USES_DEVICE,1.0,{}
CUST_00014,DEV_0012,USES_DEVICE,1.0,{}
CUST_00014,TXN_07788,INITIATED,1.0,"{""timestamp"": ""2026-02-17T03:16:49""}"
CUST_00014,TXN_08634,INITIATED,1.0,"{""timestamp"": ""2026-02-21T15:51:33""}"
CUST_00015,TXN_04632,INITIATED,1.0,"{""timestamp"": ""2026-01-29T11:22:48""}"
CUST_00015,DEV_0143,USES_DEVICE,1.0,{}
CUST_00015,DEV_0143,USES_DEVICE,1.0,{}
CUST_00015,DEV_0143,USES_DEVICE,1.0,{}
CUST_00015,DEV_0143,USES_DEVICE,1.0,{}
CUST_00015,DEV_0143,USES_DEVICE,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,IP_00435,USES_IP,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,PM_0097,USES_PAYMENT,1.0,{}
CUST_00015,TXN_05291,INITIATED,1.0,"{""timestamp"": ""2026-02-02T07:10:53""}"
CUST_00015,IP_00418,USES_IP,1.0,{}
CUST_00015,TXN_05758,INITIATED,1.0,"{""timestamp"": ""2026-02-05T04:06:34""}"
CUST_00015,TXN_06721,INITIATED,1.0,"{""timestamp"": ""2026-02-10T18:31:45""}"
CUST_00015,TXN_06897,INITIATED,1.0,"{""timestamp"": ""2026-02-11T20:31:18""}"
CUST_00015,DEV_0013,USES_DEVICE,1.0,{}
CUST_00015,DEV_0013,USES_DEVICE,1.0,{}
CUST_00015,DEV_0013,USES_DEVICE,1.0,{}
CUST_00015,TXN_07318,INITIATED,1.0,"{""timestamp"": ""2026-02-14T11:27:33""}"
CUST_00015,TXN_07400,INITIATED,1.0,"{""timestamp"": ""2026-02-14T19:37:42""}"
CUST_00015,TXN_07407,INITIATED,1.0,"{""timestamp"": ""2026-02-15T00:10:38""}"
CUST_00015,DEV_0012,USES_DEVICE,1.0,{}
CUST_00015,DEV_0012,USES_DEVICE,1.0,{}
CUST_00015,DEV_0012,USES_DEVICE,1.0,{}
CUST_00015,DEV_0012,USES_DEVICE,1.0,{}
CUST_00015,TXN_07420,INITIATED,1.0,"{""timestamp"": ""2026-02-15T02:22:22""}"
CUST_00015,TXN_07542,INITIATED,1.0,"{""timestamp"": ""2026-02-15T13:50:59""}"
CUST_00015,TXN_08207,INITIATED,1.0,"{""timestamp"": ""2026-02-19T10:25:52""}"
CUST_00015,TXN_08675,INITIATED,1.0,"{""timestamp"": ""2026-02-22T03:07:25""}"
CUST_00016,TXN_01520,INITIATED,1.0,"{""timestamp"": ""2026-01-10T04:50:36""}"
CUST_00016,DEV_0352,USES_DEVICE,1.0,{}
CUST_00016,DEV_0352,USES_DEVICE,1.0,{}
CUST_00016,DEV_0352,USES_DEVICE,1.0,{}
CUST_00016,IP_00730,USES_IP,1.0,{}
CUST_00016,IP_00730,USES_IP,1.0,{}
CUST_00016,IP_00730,USES_IP,1.0,{}
CUST_00016,IP_00730,USES_IP,1.0,{}
