ring_id,customer_id,individual_risk_score,network_risk_score,is_core_member
FR_003,CUST_00195,13.78,85.0,False
FR_003,CUST_01550,19.48,85.0,False
FR_003,CUST_00455,9.03,85.0,False
FR_003,CUST_01637,9.52,85.0,False
FR_003,CUST_01720,8.04,85.0,False
FR_003,CUST_01780,14.43,85.0,False
FR_003,CUST_00556,10.76,85.0,False
FR_003,CUST_01712,14.67,85.0,False
FR_003,CUST_00415,14.54,85.0,False
FR_003,CUST_00537,9.68,85.0,False
FR_003,CUST_01807,10.89,85.0,False
FR_003,CUST_01878,26.2,85.0,False
FR_003,CUST_01316,8.17,85.0,False
FR_003,CUST_01489,11.14,85.0,False
FR_003,CUST_00221,16.2,85.0,False
FR_003,CUST_00935,8.72,85.0,False
FR_003,CUST_01756,25.11,85.0,False
FR_003,CUST_00607,17.47,85.0,False
FR_003,CUST_01223,11.53,85.0,False
FR_003,CUST_00788,12.49,85.0,False
FR_003,CUST_00617,8.35,85.0,False
FR_003,CUST_00430,10.17,85.0,False
FR_003,CUST_00395,14.51,85.0,False
FR_003,CUST_00750,11.79,85.0,False
FR_003,CUST_00036,28.42,85.0,False
FR_003,CUST_01299,11.34,85.0,False
FR_003,CUST_00978,16.12,85.0,False
FR_003,CUST_01626,10.48,85.0,False
FR_003,CUST_01102,14.24,85.0,False
FR_003,CUST_01216,15.43,85.0,False
FR_003,CUST_00008,13.24,85.0,False
FR_003,CUST_00868,24.64,85.0,False
FR_003,CUST_00632,7.89,85.0,False
FR_003,CUST_00860,16.87,85.0,False
FR_003,CUST_01892,13.76,85.0,False
FR_003,CUST_00762,24.2,85.0,False
FR_003,CUST_00507,9.7,85.0,False
FR_003,CUST_00867,24.48,85.0,False
FR_003,CUST_01392,19.81,85.0,False
FR_003,CUST_01349,14.35,85.0,False
FR_003,CUST_00453,17.53,85.0,False
FR_003,CUST_01192,10.5,85.0,False
FR_003,CUST_00108,9.29,85.0,False
FR_003,CUST_00651,9.52,85.0,False
FR_003,CUST_01926,36.47,85.0,False
FR_003,CUST_01169,9.44,85.0,False
FR_003,CUST_01968,12.9,85.0,False
FR_003,CUST_00296,14.01,85.0,False
FR_003,CUST_01438,7.82,85.0,False
FR_003,CUST_00344,11.98,85.0,False
FR_003,CUST_01905,8.27,85.0,False
FR_003,CUST_00747,8.34,85.0,False
FR_003,CUST_00046,30.28,85.0,False
FR_003,CUST_01178,9.22,85.0,False
FR_003,CUST_00626,21.84,85.0,False
FR_003,CUST_01540,11.48,85.0,False
FR_003,CUST_00142,13.21,85.0,False
FR_003,CUST_01654,26.38,85.0,False
FR_003,CUST_00903,28.72,85.0,False
FR_003,CUST_01131,11.78,85.0,False
FR_003,CUST_01074,7.51,85.0,False
FR_003,CUST_01556,11.25,85.0,False
FR_003,CUST_01481,15.69,85.0,False
FR_003,CUST_00790,8.73,85.0,False
FR_004,CUST_01554,30.59,85.0,False
FR_004,CUST_01366,34.81,85.0,False
FR_004,CUST_01678,8.69,85.0,False
FR_004,CUST_00638,9.49,85.0,False
FR_004,CUST_01476,13.0,85.0,False
FR_004,CUST_01362,9.9,85.0,False
FR_004,CUST_01555,13.39,85.0,False
FR_004,CUST_01713,27.69,85.0,False
FR_004,CUST_00277,10.48,85.0,False
FR_004,CUST_01381,13.16,85.0,False
FR_004,CUST_00053,12.67,85.0,False
FR_004,CUST_01896,9.46,85.0,False
FR_004,CUST_01549,12.35,85.0,False
FR_004,CUST_01264,17.49,85.0,False
FR_004,CUST_00739,16.9,85.0,True
FR_004,CUST_01675,9.91,85.0,False
FR_004,CUST_00952,8.12,85.0,False
FR_004,CUST_01785,25.44,85.0,False
FR_004,CUST_00618,37.76,85.0,False
FR_004,CUST_01841,7.99,85.0,False
FR_004,CUST_01961,13.67,85.0,False
FR_004,CUST_00468,9.23,85.0,False
FR_004,CUST_00315,11.12,85.0,False
FR_004,CUST_00086,10.16,85.0,False
FR_004,CUST_01679,14.23,85.0,False
FR_004,CUST_01047,19.29,85.0,False
FR_004,CUST_01213,11.9,85.0,False
FR_004,CUST_01274,34.77,85.0,False
FR_004,CUST_00937,7.08,85.0,False
FR_004,CUST_00111,21.1,85.0,False
FR_004,CUST_01611,11.85,85.0,False
FR_004,CUST_00549,6.91,85.0,False
FR_004,CUST_00402,41.75,85.0,False
FR_004,CUST_01805,17.65,85.0,False
FR_004,CUST_00768,11.75,85.0,False
FR_004,CUST_01578,20.13,85.0,False
FR_004,CUST_00702,42.02,85.0,False
FR_004,CUST_01832,11.81,85.0,False
FR_004,CUST_01991,9.91,85.0,False
FR_004,CUST_01766,10.57,85.0,False
FR_004,CUST_00570,18.56,85.0,False
FR_004,CUST_00254,33.2,85.0,False
FR_004,CUST_00123,15.83,85.0,False
FR_004,CUST_00774,12.98,85.0,False
FR_004,CUST_01535,13.78,85.0,False
FR_004,CUST_01303,14.95,85.0,False
FR_004,CUST_01095,11.62,85.0,False
FR_004,CUST_00298,12.14,85.0,False
FR_004,CUST_01397,11.36,85.0,False
FR_004,CUST_01430,17.34,85.0,False
FR_004,CUST_01048,23.34,85.0,False
FR_004,CUST_00054,19.97,85.0,False
FR_004,CUST_00834,46.15,85.0,False
FR_004,CUST_01035,19.23,85.0,False
FR_004,CUST_01017,16.34,85.0,False
FR_004,CUST_01067,11.15,85.0,False
FR_004,CUST_01201,34.75,85.0,False
FR_004,CUST_00733,15.17,85.0,False
FR_004,CUST_01685,10.44,85.0,False
FR_004,CUST_01605,13.02,85.0,False
FR_004,CUST_00824,11.04,85.0,False
FR_004,CUST_00454,31.24,85.0,False
FR_004,CUST_01208,9.06,85.0,False
FR_004,CUST_01742,12.52,85.0,False
FR_004,CUST_01618,21.71,85.0,False
FR_004,CUST_00878,20.25,85.0,False
FR_004,CUST_01112,15.98,85.0,False
FR_004,CUST_01608,11.26,85.0,False
FR_004,CUST_00463,13.66,85.0,False
FR_004,CUST_00835,12.33,85.0,False
FR_004,CUST_01682,8.42,85.0,False
FR_004,CUST_01601,7.59,85.0,False
FR_004,CUST_00051,18.17,85.0,True
FR_004,CUST_01500,18.96,85.0,False
FR_005,CUST_01326,9.11,96.88,False
FR_005,CUST_00658,17.37,96.88,False
FR_005,CUST_00349,10.11,96.88,False
FR_005,CUST_01171,12.89,96.88,False
FR_005,CUST_01460,9.88,96.88,False
FR_005,CUST_00461,8.7,96.88,False
FR_005,CUST_01432,9.48,96.88,False
FR_005,CUST_00533,17.11,96.88,False
FR_005,CUST_01209,19.04,96.88,False
FR_005,CUST_00161,16.2,96.88,False
FR_005,CUST_00025,8.77,96.88,False
FR_005,CUST_00687,11.78,96.88,False
FR_005,CUST_01354,13.13,96.88,False
FR_005,CUST_01425,16.26,96.88,False
FR_005,CUST_01252,10.94,96.88,False
FR_005,CUST_01400,41.76,96.88,False
FR_005,CUST_01108,21.05,96.88,False
FR_005,CUST_00600,21.21,96.88,False
FR_005,CUST_01160,20.75,96.88,False
FR_005,CUST_00052,19.7,96.88,False
FR_005,CUST_00119,41.73,96.88,False
FR_005,CUST_01631,13.05,96.88,False
FR_005,CUST_01733,12.58,96.88,False
FR_005,CUST_01998,43.56,96.88,False
FR_005,CUST_00139,22.46,96.88,False
FR_005,CUST_00071,8.64,96.88,False
FR_005,CUST_00551,10.22,96.88,False
FR_005,CUST_00710,26.08,96.88,False
FR_005,CUST_00554,11.77,96.88,False
FR_005,CUST_00705,33.91,96.88,False
FR_005,CUST_01088,11.8,96.88,False
FR_005,CUST_00639,13.75,96.88,False
FR_005,CUST_00220,48.67,96.88,False
FR_005,CUST_00294,11.15,96.88,False
FR_005,CUST_00361,9.11,96.88,False
FR_005,CUST_01063,10.09,96.88,False
FR_005,CUST_01700,11.88,96.88,False
FR_005,CUST_00434,11.02,96.88,False
FR_005,CUST_00746,10.22,96.88,True
FR_005,CUST_00377,10.07,96.88,False
FR_005,CUST_00925,15.84,96.88,False
FR_005,CUST_01952,13.75,96.88,False
FR_005,CUST_00383,11.88,96.88,False
FR_005,CUST_01028,33.58,96.88,False
FR_005,CUST_00124,17.42,96.88,False
FR_005,CUST_01790,20.25,96.88,False
FR_005,CUST_00871,13.63,96.88,False
FR_005,CUST_00394,9.48,96.88,False
FR_005,CUST_00340,11.76,96.88,False
FR_005,CUST_00269,19.5,96.88,False
FR_005,CUST_01387,23.12,96.88,False
FR_005,CUST_00135,9.84,96.88,False
FR_005,CUST_01222,12.52,96.88,False
FR_005,CUST_01004,21.21,96.88,False
FR_005,CUST_00980,17.15,96.88,False
FR_005,CUST_00956,22.15,96.88,False
FR_005,CUST_00773,19.86,96.88,False
FR_005,CUST_01663,10.94,96.88,False
FR_005,CUST_01249,31.01,96.88,False
FR_006,CUST_01268,16.21,71.0,False
FR_006,CUST_01415,48.58,71.0,False
FR_006,CUST_00524,13.93,71.0,False
FR_006,CUST_00983,13.59,71.0,False
FR_006,CUST_00467,10.68,71.0,False
FR_006,CUST_01367,10.69,71.0,False
FR_006,CUST_00448,9.69,71.0,False
FR_006,CUST_00775,13.0,71.0,False
FR_006,CUST_01974,12.54,71.0,False
FR_006,CUST_00701,14.72,71.0,False
FR_006,CUST_01525,13.71,71.0,False
FR_006,CUST_00410,41.71,71.0,False
FR_006,CUST_01243,12.33,71.0,False
FR_006,CUST_01831,15.71,71.0,False
FR_006,CUST_01936,10.81,71.0,False
FR_006,CUST_01571,14.06,71.0,False
FR_006,CUST_00460,21.54,71.0,False
FR_006,CUST_00356,11.71,71.0,False
FR_006,CUST_00248,15.29,71.0,False
FR_006,CUST_00338,12.14,71.0,False
FR_006,CUST_00581,15.55,71.0,False
FR_006,CUST_01944,20.24,71.0,False
FR_006,CUST_01622,23.03,71.0,False
FR_006,CUST_00849,23.7,71.0,False
FR_006,CUST_01388,36.84,71.0,False
FR_006,CUST_01895,21.35,71.0,False
FR_006,CUST_00735,13.26,71.0,False
FR_006,CUST_00636,16.12,71.0,False
FR_006,CUST_00004,15.03,71.0,False
FR_006,CUST_01728,12.22,71.0,False
FR_006,CUST_01451,12.22,71.0,False
FR_006,CUST_00326,10.3,71.0,False
FR_006,CUST_00999,14.31,71.0,False
FR_006,CUST_00585,11.32,71.0,False
FR_006,CUST_01150,26.59,71.0,False
FR_006,CUST_00407,11.99,71.0,False
FR_006,CUST_01495,13.44,71.0,False
FR_006,CUST_00703,9.41,71.0,False
FR_006,CUST_00718,8.63,71.0,False
FR_006,CUST_00009,12.51,71.0,False
FR_006,CUST_01355,8.39,71.0,False
FR_006,CUST_00534,11.49,71.0,False
FR_006,CUST_01970,20.22,71.0,False
FR_006,CUST_00317,10.56,71.0,False
FR_006,CUST_01793,10.88,71.0,False
FR_006,CUST_00436,15.51,71.0,False
FR_006,CUST_00798,13.17,71.0,False
FR_006,CUST_00605,12.58,71.0,False
FR_006,CUST_00990,20.16,71.0,False
FR_006,CUST_01079,52.08,71.0,False
FR_006,CUST_00644,30.11,71.0,False
FR_006,CUST_00982,23.37,71.0,False
FR_006,CUST_00539,28.91,71.0,False
FR_006,CUST_00892,17.24,71.0,False
FR_006,CUST_00771,22.49,71.0,False
FR_006,CUST_01038,8.04,71.0,False
FR_006,CUST_00314,20.08,71.0,False
FR_006,CUST_01652,10.13,71.0,False
FR_006,CUST_01275,13.53,71.0,False
FR_006,CUST_01149,13.8,71.0,False
FR_006,CUST_00917,11.96,71.0,False
FR_006,CUST_01980,40.15,71.0,False
FR_006,CUST_00801,11.56,71.0,False
FR_006,CUST_00783,17.27,71.0,False
FR_006,CUST_00429,23.49,71.0,False
FR_006,CUST_01871,16.03,71.0,False
FR_006,CUST_01005,18.7,71.0,False
FR_006,CUST_00365,10.17,71.0,False
FR_006,CUST_00770,33.25,71.0,False
FR_006,CUST_01960,9.2,71.0,False
FR_006,CUST_01334,9.86,71.0,False
FR_006,CUST_01320,8.73,71.0,False
FR_006,CUST_01941,13.06,71.0,True
FR_006,CUST_00289,24.63,71.0,False
FR_007,CUST_00603,11.07,71.0,False
FR_007,CUST_00881,9.19,71.0,False
FR_007,CUST_00225,13.89,71.0,False
FR_007,CUST_01959,10.39,71.0,False
FR_007,CUST_00821,8.8,71.0,False
FR_007,CUST_00663,13.84,71.0,False
FR_007,CUST_01033,6.88,71.0,False
FR_007,CUST_01505,10.49,71.0,False
FR_007,CUST_01752,19.35,71.0,False
FR_007,CUST_01595,27.56,71.0,False
FR_007,CUST_01390,11.48,71.0,False
FR_007,CUST_01030,18.06,71.0,False
FR_007,CUST_01839,15.68,71.0,False
FR_007,CUST_01156,29.58,71.0,False
FR_007,CUST_00891,14.43,71.0,False
FR_007,CUST_01748,51.9,71.0,False
FR_007,CUST_01939,15.48,71.0,False
FR_007,CUST_01633,15.8,71.0,False
FR_007,CUST_00959,11.25,71.0,False
FR_007,CUST_01967,10.57,71.0,False
FR_007,CUST_00411,24.18,71.0,False
FR_007,CUST_01101,8.02,71.0,False
FR_007,CUST_01158,12.74,71.0,False
FR_007,CUST_01493,11.86,71.0,False
FR_007,CUST_01117,10.33,71.0,False
FR_007,CUST_01121,12.53,71.0,False
FR_007,CUST_01152,11.08,71.0,False
FR_007,CUST_00931,9.04,71.0,False
FR_007,CUST_01533,14.55,71.0,False
FR_007,CUST_01979,19.54,71.0,True
FR_007,CUST_01276,8.12,71.0,False
FR_007,CUST_00841,16.77,71.0,False
FR_007,CUST_00499,18.11,71.0,False
FR_007,CUST_00281,8.47,71.0,False
FR_007,CUST_01100,11.45,71.0,False
FR_007,CUST_01989,23.65,71.0,False
FR_007,CUST_00764,10.2,71.0,False
FR_007,CUST_00438,52.2,71.0,False
FR_007,CUST_01932,14.96,71.0,False
FR_007,CUST_00292,21.93,71.0,False
FR_007,CUST_00725,14.31,71.0,False
FR_007,CUST_00435,19.56,71.0,False
FR_008,CUST_01281,11.01,85.0,False
FR_008,CUST_01563,17.31,85.0,False
FR_008,CUST_00544,14.84,85.0,False
FR_008,CUST_00444,13.84,85.0,False
FR_008,CUST_00024,14.05,85.0,False
FR_008,CUST_01530,16.03,85.0,False
FR_008,CUST_01899,9.91,85.0,False
FR_008,CUST_00290,22.53,85.0,False
FR_008,CUST_01364,11.65,85.0,False
FR_008,CUST_00026,13.19,85.0,False
FR_008,CUST_00653,8.65,85.0,False
FR_008,CUST_00640,22.99,85.0,False
FR_008,CUST_01531,15.92,85.0,False
FR_008,CUST_01872,14.81,85.0,True
FR_008,CUST_01090,28.22,85.0,False
FR_008,CUST_01660,10.76,85.0,False
FR_008,CUST_00154,11.87,85.0,False
FR_008,CUST_01053,41.74,85.0,False
FR_008,CUST_01304,25.43,85.0,False
FR_008,CUST_01396,12.91,85.0,False
FR_008,CUST_00944,10.81,85.0,False
FR_008,CUST_00781,10.64,85.0,False
FR_008,CUST_00706,11.62,85.0,False
FR_008,CUST_00899,38.22,85.0,False
FR_008,CUST_00987,11.56,85.0,False
FR_008,CUST_01273,18.55,85.0,False
FR_008,CUST_01702,10.26,85.0,False
FR_008,CUST_01361,13.58,85.0,False
FR_008,CUST_00358,9.65,85.0,False
FR_008,CUST_00914,10.69,85.0,False
FR_008,CUST_00224,15.55,85.0,False
FR_008,CUST_01789,10.93,85.0,False
FR_008,CUST_00888,28.21,85.0,False
FR_008,CUST_01193,11.36,85.0,False
FR_008,CUST_01325,10.49,85.0,False
FR_008,CUST_01434,13.62,85.0,False
FR_008,CUST_01904,8.44,85.0,False
FR_008,CUST_00391,16.59,85.0,False
FR_008,CUST_00055,17.59,85.0,False
FR_008,CUST_00620,11.18,85.0,False
FR_008,CUST_01743,11.43,85.0,False
FR_008,CUST_00311,8.03,85.0,False
FR_008,CUST_01995,10.76,85.0,False
FR_008,CUST_00977,16.81,85.0,False
FR_008,CUST_00584,8.9,85.0,False
FR_008,CUST_00339,8.0,85.0,False
FR_008,CUST_00457,21.29,85.0,False
FR_008,CUST_00708,26.95,85.0,False
FR_008,CUST_01376,9.78,85.0,False
FR_008,CUST_00511,8.61,85.0,False
FR_008,CUST_01287,18.09,85.0,False
FR_008,CUST_00179,13.97,85.0,False
FR_008,CUST_01966,6.9,85.0,False
FR_008,CUST_00456,12.95,85.0,False
FR_009,CUST_00945,11.8,85.0,False
FR_009,CUST_01225,17.33,85.0,False
FR_009,CUST_01456,15.58,85.0,False
FR_009,CUST_00677,13.03,85.0,False
FR_009,CUST_01227,12.03,85.0,False
FR_009,CUST_00155,15.9,85.0,False
FR_009,CUST_00536,9.65,85.0,False
FR_009,CUST_00446,10.0,85.0,False
FR_009,CUST_01260,42.14,85.0,False
FR_009,CUST_00121,10.52,85.0,False
FR_009,CUST_01295,16.71,85.0,False
FR_009,CUST_00089,40.62,85.0,False
FR_009,CUST_00627,9.71,85.0,False
FR_009,CUST_00641,7.79,85.0,False
FR_009,CUST_00351,12.61,85.0,False
FR_009,CUST_01308,21.86,85.0,False
FR_009,CUST_01089,15.52,85.0,False
FR_009,CUST_00241,9.55,85.0,False
FR_009,CUST_01784,9.98,85.0,False
FR_009,CUST_00210,9.22,85.0,False
FR_009,CUST_01386,10.42,85.0,False
FR_009,CUST_01177,9.32,85.0,False
FR_009,CUST_00355,42.74,85.0,False
FR_009,CUST_01634,14.51,85.0,False
FR_009,CUST_00299,10.3,85.0,False
FR_009,CUST_01020,10.9,85.0,False
FR_009,CUST_00125,12.28,85.0,False
FR_009,CUST_01270,15.27,85.0,False
FR_009,CUST_01984,10.2,85.0,False
FR_009,CUST_01770,10.08,85.0,False
FR_009,CUST_01510,18.79,85.0,False
FR_009,CUST_01684,7.34,85.0,False
FR_009,CUST_00910,41.9,85.0,False
FR_009,CUST_00209,13.48,85.0,False
FR_009,CUST_00832,14.22,85.0,False
FR_009,CUST_01426,16.0,85.0,False
FR_009,CUST_00202,50.63,85.0,False
FR_009,CUST_01575,17.9,85.0,False
FR_009,CUST_00759,9.68,85.0,False
FR_009,CUST_01834,10.87,85.0,False
FR_009,CUST_01726,17.49,85.0,False
FR_009,CUST_01760,14.94,85.0,False
FR_009,CUST_00357,31.48,85.0,False
FR_009,CUST_00206,13.38,85.0,False
FR_009,CUST_01849,10.49,85.0,True
FR_009,CUST_01290,12.13,85.0,False
FR_009,CUST_01429,38.1,85.0,False
FR_009,CUST_00198,9.34,85.0,False
FR_009,CUST_00889,17.35,85.0,False
FR_009,CUST_01210,9.56,85.0,False
FR_009,CUST_01623,9.27,85.0,False
FR_009,CUST_01731,42.59,85.0,False
FR_009,CUST_01847,15.4,85.0,False
FR_009,CUST_01592,7.21,85.0,False
FR_009,CUST_01924,50.75,85.0,False
FR_009,CUST_01972,20.97,85.0,False
FR_009,CUST_00939,12.21,85.0,False
FR_009,CUST_00683,9.46,85.0,False
FR_009,CUST_01819,8.53,85.0,False
FR_009,CUST_01778,18.38,85.0,False
FR_009,CUST_01821,23.79,85.0,False
FR_009,CUST_01954,10.74,85.0,False
FR_009,CUST_00949,10.95,85.0,False
FR_009,CUST_00938,14.36,85.0,False
FR_009,CUST_01827,11.72,85.0,False
FR_009,CUST_00392,10.98,85.0,False
FR_009,CUST_00079,13.0,85.0,False
FR_009,CUST_00572,22.18,85.0,False
FR_009,CUST_01215,8.82,85.0,False
FR_009,CUST_01591,20.83,85.0,False
FR_009,CUST_00749,9.77,85.0,False
FR_009,CUST_00007,26.47,85.0,False
FR_009,CUST_01506,11.37,85.0,False
FR_009,CUST_00075,12.42,85.0,False
FR_009,CUST_01428,13.09,85.0,False
FR_009,CUST_00960,10.03,85.0,False
FR_009,CUST_00301,18.75,85.0,False
FR_009,CUST_00504,11.06,85.0,False
FR_009,CUST_01338,29.19,85.0,False
FR_009,CUST_00437,10.63,85.0,False
FR_009,CUST_00840,16.26,85.0,False
FR_009,CUST_01880,14.09,85.0,False
FR_009,CUST_01512,17.42,85.0,False
FR_009,CUST_00426,8.77,85.0,False
FR_009,CUST_01532,11.05,85.0,False
FR_009,CUST_01013,10.59,85.0,False
FR_009,CUST_00972,11.53,85.0,False
FR_009,CUST_01093,11.91,85.0,False
FR_009,CUST_00879,41.91,85.0,False
FR_009,CUST_00599,18.15,85.0,False
FR_009,CUST_01754,11.54,85.0,False
FR_009,CUST_00503,11.58,85.0,False
FR_009,CUST_01302,15.53,85.0,False
FR_009,CUST_01822,15.95,85.0,False
FR_009,CUST_00112,19.96,85.0,False
FR_009,CUST_01148,10.08,85.0,False
FR_009,CUST_01306,8.91,85.0,False
FR_009,CUST_01869,8.87,85.0,False
FR_009,CUST_00951,20.15,85.0,False
FR_009,CUST_01732,18.64,85.0,False
FR_009,CUST_00371,16.52,85.0,False
FR_010,CUST_00573,37.76,85.0,False
FR_010,CUST_01157,11.41,85.0,False
FR_010,CUST_00006,13.95,85.0,False
FR_010,CUST_01657,50.41,85.0,False
FR_010,CUST_01862,24.3,85.0,False
FR_010,CUST_00260,17.5,85.0,False
FR_010,CUST_00981,11.21,85.0,False
FR_010,CUST_00047,21.79,85.0,False
FR_010,CUST_00562,8.64,85.0,False
FR_010,CUST_00611,9.63,85.0,True
FR_010,CUST_00305,10.15,85.0,False
FR_010,CUST_01624,10.35,85.0,False
FR_010,CUST_01546,12.19,85.0,False
FR_010,CUST_01695,18.65,85.0,False
FR_010,CUST_01791,11.33,85.0,False
FR_010,CUST_01856,22.72,85.0,False
FR_010,CUST_00285,11.27,85.0,False
FR_010,CUST_00490,14.17,85.0,False
FR_010,CUST_00831,8.92,85.0,False
FR_010,CUST_00508,50.85,85.0,False
FR_010,CUST_01977,18.03,85.0,True
FR_010,CUST_01997,13.18,85.0,False
FR_010,CUST_01772,15.35,85.0,False
FR_010,CUST_01673,11.84,85.0,False
FR_010,CUST_00293,19.76,85.0,False
FR_010,CUST_01646,16.17,85.0,False
FR_010,CUST_00608,25.11,85.0,False
FR_010,CUST_00452,15.25,85.0,False
FR_010,CUST_01474,18.5,85.0,False
FR_010,CUST_00330,13.12,85.0,False
FR_010,CUST_00380,12.99,85.0,False
FR_010,CUST_01309,18.95,85.0,False
FR_010,CUST_01503,9.36,85.0,False
FR_010,CUST_01848,17.28,85.0,False
FR_010,CUST_00650,9.25,85.0,False
FR_010,CUST_01335,20.33,85.0,False
FR_010,CUST_01346,12.19,85.0,False
FR_010,CUST_00805,9.91,85.0,False
FR_010,CUST_00176,8.28,85.0,False
FR_010,CUST_00719,8.65,85.0,False
FR_010,CUST_01650,12.65,85.0,False
FR_010,CUST_01706,17.1,85.0,False
FR_010,CUST_01406,9.55,85.0,False
FR_010,CUST_01937,9.63,85.0,False
FR_010,CUST_00988,14.1,85.0,False
