node_id,node_type,label,metadata
CUST_00014,Customer,CUST_00014,"{""age"": 18, ""segment"": ""STUDENT"", ""account_age_days"": 1168, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2022-12-19T11:47:26""}"
CUST_00015,Customer,CUST_00015,"{""age"": 18, ""segment"": ""SALARIED"", ""account_age_days"": 380, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-02-14T04:41:39""}"
CUST_00016,Customer,CUST_00016,"{""age"": 27, ""segment"": ""STUDENT"", ""account_age_days"": 291, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2025-05-14T20:26:17""}"
CUST_00017,Customer,CUST_00017,"{""age"": 22, ""segment"": ""RETAIL"", ""account_age_days"": 330, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-04-05T18:04:57""}"
CUST_00018,Customer,CUST_00018,"{""age"": 37, ""segment"": ""RETAIL"", ""account_age_days"": 457, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2024-11-29T20:57:23""}"
CUST_00019,Customer,CUST_00019,"{""age"": 24, ""segment"": ""STUDENT"", ""account_age_days"": 1141, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2023-01-15T04:15:22""}"
CUST_00020,Customer,CUST_00020,"{""age"": 18, ""segment"": ""RETAIL"", ""account_age_days"": 517, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-09-30T04:14:55""}"
CUST_00021,Customer,CUST_00021,"{""age"": 50, ""segment"": ""SALARIED"", ""account_age_days"": 492, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2024-10-25T03:28:00""}"
CUST_00022,Customer,CUST_00022,"{""age"": 31, ""segment"": ""PREMIUM"", ""account_age_days"": 189, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-08-24T12:24:12""}"
CUST_00023,Customer,CUST_00023,"{""age"": 34, ""segment"": ""SALARIED"", ""account_age_days"": 184, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-08-29T04:42:26""}"
CUST_00024,Customer,CUST_00024,"{""age"": 18, ""segment"": ""STUDENT"", ""account_age_days"": 687, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2024-04-13T21:46:26""}"
CUST_00025,Customer,CUST_00025,"{""age"": 28, ""segment"": ""RETAIL"", ""account_age_days"": 538, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2024-09-09T06:35:47""}"
CUST_00026,Customer,CUST_00026,"{""age"": 35, ""segment"": ""PREMIUM"", ""account_age_days"": 574, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2024-08-04T05:19:48""}"
CUST_00027,Customer,CUST_00027,"{""age"": 21, ""segment"": ""STUDENT"", ""account_age_days"": 915, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-08-29T00:53:10""}"
CUST_00028,Customer,CUST_00028,"{""age"": 38, ""segment"": ""RETAIL"", ""account_age_days"": 1004, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2023-06-01T01:17:32""}"
CUST_00029,Customer,CUST_00029,"{""age"": 27, ""segment"": ""RETAIL"", ""account_age_days"": 434, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2024-12-22T06:34:27""}"
CUST_00030,Customer,CUST_00030,"{""age"": 30, ""segment"": ""STUDENT"", ""account_age_days"": 1158, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2022-12-29T04:31:00""}"
CUST_00031,Customer,CUST_00031,"{""age"": 27, ""segment"": ""SALARIED"", ""account_age_days"": 1191, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2022-11-26T13:05:36""}"
CUST_00032,Customer,CUST_00032,"{""age"": 54, ""segment"": ""SALARIED"", ""account_age_days"": 946, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2023-07-29T00:39:21""}"
CUST_00033,Customer,CUST_00033,"{""age"": 33, ""segment"": ""PREMIUM"", ""account_age_days"": 503, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2024-10-14T11:10:24""}"
CUST_00034,Customer,CUST_00034,"{""age"": 22, ""segment"": ""RETAIL"", ""account_age_days"": 991, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2023-06-14T09:34:59""}"
CUST_00035,Customer,CUST_00035,"{""age"": 43, ""segment"": ""SME"", ""account_age_days"": 98, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2025-11-23T07:51:03""}"
CUST_00036,Customer,CUST_00036,"{""age"": 20, ""segment"": ""RETAIL"", ""account_age_days"": 519, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-09-28T17:05:39""}"
CUST_00037,Customer,CUST_00037,"{""age"": 36, ""segment"": ""SALARIED"", ""account_age_days"": 630, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2024-06-09T06:27:24""}"
CUST_00038,Customer,CUST_00038,"{""age"": 18, ""segment"": ""SALARIED"", ""account_age_days"": 381, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2025-02-13T20:57:30""}"
CUST_00039,Customer,CUST_00039,"{""age"": 19, ""segment"": ""RETAIL"", ""account_age_days"": 607, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2024-07-02T12:03:22""}"
CUST_00040,Customer,CUST_00040,"{""age"": 36, ""segment"": ""RETAIL"", ""account_age_days"": 680, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2024-04-20T21:23:34""}"
CUST_00041,Customer,CUST_00041,"{""age"": 42, ""segment"": ""SALARIED"", ""account_age_days"": 223, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-07-21T00:39:09""}"
CUST_00042,Customer,CUST_00042,"{""age"": 35, ""segment"": ""RETAIL"", ""account_age_days"": 260, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-06-14T04:18:40""}"
CUST_00043,Customer,CUST_00043,"{""age"": 32, ""segment"": ""STUDENT"", ""account_age_days"": 846, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2023-11-06T21:10:56""}"
CUST_00044,Customer,CUST_00044,"{""age"": 30, ""segment"": ""RETAIL"", ""account_age_days"": 954, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2023-07-21T10:00:04""}"
CUST_00045,Customer,CUST_00045,"{""age"": 18, ""segment"": ""SALARIED"", ""account_age_days"": 529, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2024-09-18T00:18:05""}"
CUST_00046,Customer,CUST_00046,"{""age"": 26, ""segment"": ""SALARIED"", ""account_age_days"": 848, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2023-11-04T22:40:26""}"
CUST_00047,Customer,CUST_00047,"{""age"": 28, ""segment"": ""RETAIL"", ""account_age_days"": 371, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-02-23T13:27:15""}"
CUST_00048,Customer,CUST_00048,"{""age"": 45, ""segment"": ""RETAIL"", ""account_age_days"": 869, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-10-14T09:11:21""}"
CUST_00049,Customer,CUST_00049,"{""age"": 37, ""segment"": ""PREMIUM"", ""account_age_days"": 519, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2024-09-28T10:41:09""}"
CUST_00050,Customer,CUST_00050,"{""age"": 18, ""segment"": ""RETAIL"", ""account_age_days"": 753, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-02-07T21:29:23""}"
CUST_00051,Customer,CUST_00051,"{""age"": 37, ""segment"": ""PREMIUM"", ""account_age_days"": 602, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2024-07-07T21:34:27""}"
CUST_00052,Customer,CUST_00052,"{""age"": 29, ""segment"": ""SALARIED"", ""account_age_days"": 332, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-04-03T19:29:24""}"
CUST_00053,Customer,CUST_00053,"{""age"": 26, ""segment"": ""PREMIUM"", ""account_age_days"": 466, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2024-11-20T06:20:12""}"
CUST_00054,Customer,CUST_00054,"{""age"": 40, ""segment"": ""RETAIL"", ""account_age_days"": 211, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2025-08-02T15:10:32""}"
CUST_00055,Customer,CUST_00055,"{""age"": 45, ""segment"": ""STUDENT"", ""account_age_days"": 248, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-06-26T20:17:33""}"
CUST_00056,Customer,CUST_00056,"{""age"": 44, ""segment"": ""RETAIL"", ""account_age_days"": 455, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-12-01T13:37:21""}"
CUST_00057,Customer,CUST_00057,"{""age"": 24, ""segment"": ""SALARIED"", ""account_age_days"": 411, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-01-14T12:20:07""}"
CUST_00058,Customer,CUST_00058,"{""age"": 30, ""segment"": ""STUDENT"", ""account_age_days"": 967, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2023-07-08T22:00:07""}"
CUST_00059,Customer,CUST_00059,"{""age"": 37, ""segment"": ""RETAIL"", ""account_age_days"": 830, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2023-11-22T19:11:13""}"
CUST_00060,Customer,CUST_00060,"{""age"": 44, ""segment"": ""RETAIL"", ""account_age_days"": 176, ""country"": ""IN"", ""city"": ""Delhi"", ""account_created_at"": ""2025-09-06T16:20:00""}"
CUST_00061,Customer,CUST_00061,"{""age"": 28, ""segment"": ""SALARIED"", ""account_age_days"": 654, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2024-05-16T23:38:15""}"
CUST_00062,Customer,CUST_00062,"{""age"": 31, ""segment"": ""RETAIL"", ""account_age_days"": 1029, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2023-05-07T23:38:46""}"
CUST_00063,Customer,CUST_00063,"{""age"": 21, ""segment"": ""RETAIL"", ""account_age_days"": 1184, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2022-12-03T07:11:43""}"
CUST_00064,Customer,CUST_00064,"{""age"": 20, ""segment"": ""PREMIUM"", ""account_age_days"": 354, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-03-12T01:15:17""}"
CUST_00065,Customer,CUST_00065,"{""age"": 42, ""segment"": ""RETAIL"", ""account_age_days"": 1143, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2023-01-13T22:43:49""}"
CUST_00066,Customer,CUST_00066,"{""age"": 48, ""segment"": ""RETAIL"", ""account_age_days"": 620, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-06-19T22:30:18""}"
CUST_00067,Customer,CUST_00067,"{""age"": 33, ""segment"": ""RETAIL"", ""account_age_days"": 620, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2024-06-19T02:05:01""}"
CUST_00068,Customer,CUST_00068,"{""age"": 45, ""segment"": ""SALARIED"", ""account_age_days"": 104, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-11-17T14:04:03""}"
CUST_00069,Customer,CUST_00069,"{""age"": 37, ""segment"": ""RETAIL"", ""account_age_days"": 844, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2023-11-08T07:14:53""}"
CUST_00070,Customer,CUST_00070,"{""age"": 26, ""segment"": ""PREMIUM"", ""account_age_days"": 1153, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2023-01-03T21:48:47""}"
CUST_00071,Customer,CUST_00071,"{""age"": 37, ""segment"": ""SME"", ""account_age_days"": 109, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2025-11-12T22:44:00""}"
CUST_00072,Customer,CUST_00072,"{""age"": 50, ""segment"": ""RETAIL"", ""account_age_days"": 1068, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2023-03-29T11:12:49""}"
CUST_00073,Customer,CUST_00073,"{""age"": 33, ""segment"": ""RETAIL"", ""account_age_days"": 785, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2024-01-06T12:19:40""}"
CUST_00074,Customer,CUST_00074,"{""age"": 51, ""segment"": ""SME"", ""account_age_days"": 1091, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2023-03-06T15:08:56""}"
CUST_00075,Customer,CUST_00075,"{""age"": 18, ""segment"": ""SALARIED"", ""account_age_days"": 125, ""country"": ""IN"", ""city"": ""Delhi"", ""account_created_at"": ""2025-10-27T06:42:45""}"
CUST_00076,Customer,CUST_00076,"{""age"": 43, ""segment"": ""RETAIL"", ""account_age_days"": 869, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2023-10-14T02:51:54""}"
CUST_00077,Customer,CUST_00077,"{""age"": 34, ""segment"": ""PREMIUM"", ""account_age_days"": 530, ""country"": ""IN"", ""city"": ""Delhi"", ""account_created_at"": ""2024-09-17T10:44:23""}"
CUST_00078,Customer,CUST_00078,"{""age"": 30, ""segment"": ""RETAIL"", ""account_age_days"": 704, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2024-03-27T04:38:31""}"
CUST_00079,Customer,CUST_00079,"{""age"": 35, ""segment"": ""RETAIL"", ""account_age_days"": 348, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-03-18T05:25:16""}"
CUST_00080,Customer,CUST_00080,"{""age"": 18, ""segment"": ""SALARIED"", ""account_age_days"": 697, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2024-04-03T01:14:02""}"
CUST_00081,Customer,CUST_00081,"{""age"": 31, ""segment"": ""SALARIED"", ""account_age_days"": 945, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-07-30T19:18:00""}"
CUST_00082,Customer,CUST_00082,"{""age"": 37, ""segment"": ""SALARIED"", ""account_age_days"": 715, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2024-03-16T21:24:25""}"
CUST_00083,Customer,CUST_00083,"{""age"": 50, ""segment"": ""RETAIL"", ""account_age_days"": 363, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2025-03-03T00:58:11""}"
CUST_00084,Customer,CUST_00084,"{""age"": 28, ""segment"": ""SALARIED"", ""account_age_days"": 912, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2023-09-01T10:40:31""}"
CUST_00085,Customer,CUST_00085,"{""age"": 25, ""segment"": ""RETAIL"", ""account_age_days"": 449, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-12-07T20:51:48""}"
CUST_00086,Customer,CUST_00086,"{""age"": 28, ""segment"": ""SALARIED"", ""account_age_days"": 611, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2024-06-28T04:23:20""}"
CUST_00087,Customer,CUST_00087,"{""age"": 44, ""segment"": ""PREMIUM"", ""account_age_days"": 537, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2024-09-10T02:58:37""}"
CUST_00088,Customer,CUST_00088,"{""age"": 37, ""segment"": ""STUDENT"", ""account_age_days"": 1041, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-04-25T19:27:05""}"
CUST_00089,Customer,CUST_00089,"{""age"": 28, ""segment"": ""PREMIUM"", ""account_age_days"": 830, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2023-11-22T18:05:35""}"
CUST_00090,Customer,CUST_00090,"{""age"": 39, ""segment"": ""PREMIUM"", ""account_age_days"": 400, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-01-25T17:45:57""}"
CUST_00091,Customer,CUST_00091,"{""age"": 35, ""segment"": ""SALARIED"", ""account_age_days"": 95, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-11-26T15:33:45""}"
CUST_00092,Customer,CUST_00092,"{""age"": 44, ""segment"": ""SALARIED"", ""account_age_days"": 200, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2025-08-13T18:00:31""}"
CUST_00093,Customer,CUST_00093,"{""age"": 26, ""segment"": ""PREMIUM"", ""account_age_days"": 730, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2024-03-01T09:03:44""}"
CUST_00094,Customer,CUST_00094,"{""age"": 30, ""segment"": ""RETAIL"", ""account_age_days"": 150, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-10-02T04:12:07""}"
CUST_00095,Customer,CUST_00095,"{""age"": 29, ""segment"": ""STUDENT"", ""account_age_days"": 872, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-10-11T04:12:23""}"
CUST_00096,Customer,CUST_00096,"{""age"": 18, ""segment"": ""PREMIUM"", ""account_age_days"": 143, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-10-09T07:53:31""}"
CUST_00097,Customer,CUST_00097,"{""age"": 37, ""segment"": ""SALARIED"", ""account_age_days"": 151, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-10-01T16:26:25""}"
CUST_00098,Customer,CUST_00098,"{""age"": 36, ""segment"": ""SME"", ""account_age_days"": 145, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-10-07T06:35:26""}"
CUST_00099,Customer,CUST_00099,"{""age"": 34, ""segment"": ""RETAIL"", ""account_age_days"": 965, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2023-07-10T11:03:40""}"
CUST_00100,Customer,CUST_00100,"{""age"": 31, ""segment"": ""PREMIUM"", ""account_age_days"": 930, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2023-08-14T14:20:01""}"
CUST_00101,Customer,CUST_00101,"{""age"": 18, ""segment"": ""STUDENT"", ""account_age_days"": 356, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-03-10T09:06:18""}"
CUST_00102,Customer,CUST_00102,"{""age"": 29, ""segment"": ""RETAIL"", ""account_age_days"": 1090, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-03-07T20:48:10""}"
CUST_00103,Customer,CUST_00103,"{""age"": 30, ""segment"": ""SALARIED"", ""account_age_days"": 1184, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2022-12-03T19:34:33""}"
CUST_00104,Customer,CUST_00104,"{""age"": 25, ""segment"": ""PREMIUM"", ""account_age_days"": 431, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2024-12-25T09:22:02""}"
CUST_00105,Customer,CUST_00105,"{""age"": 32, ""segment"": ""SALARIED"", ""account_age_days"": 249, ""country"": ""IN"", ""city"": ""Delhi"", ""account_created_at"": ""2025-06-25T15:39:15""}"
CUST_00106,Customer,CUST_00106,"{""age"": 38, ""segment"": ""STUDENT"", ""account_age_days"": 318, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-04-17T21:52:14""}"
CUST_00107,Customer,CUST_00107,"{""age"": 54, ""segment"": ""STUDENT"", ""account_age_days"": 239, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2025-07-05T07:14:35""}"
CUST_00108,Customer,CUST_00108,"{""age"": 35, ""segment"": ""STUDENT"", ""account_age_days"": 392, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-02-02T11:24:35""}"
CUST_00109,Customer,CUST_00109,"{""age"": 36, ""segment"": ""SALARIED"", ""account_age_days"": 751, ""country"": ""IN"", ""city"": ""Delhi"", ""account_created_at"": ""2024-02-09T05:04:17""}"
CUST_00110,Customer,CUST_00110,"{""age"": 33, ""segment"": ""RETAIL"", ""account_age_days"": 361, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2025-03-05T18:10:14""}"
CUST_00111,Customer,CUST_00111,"{""age"": 18, ""segment"": ""RETAIL"", ""account_age_days"": 698, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2024-04-02T00:10:31""}"
CUST_00112,Customer,CUST_00112,"{""age"": 33, ""segment"": ""STUDENT"", ""account_age_days"": 305, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2025-04-30T19:47:59""}"
CUST_00113,Customer,CUST_00113,"{""age"": 34, ""segment"": ""SALARIED"", ""account_age_days"": 90, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2025-12-01T09:28:05""}"
CUST_00114,Customer,CUST_00114,"{""age"": 61, ""segment"": ""PREMIUM"", ""account_age_days"": 76, ""country"": ""IN"", ""city"": ""Hyderabad"", ""account_created_at"": ""2025-12-15T04:03:28""}"
CUST_00115,Customer,CUST_00115,"{""age"": 31, ""segment"": ""RETAIL"", ""account_age_days"": 1039, ""country"": ""IN"", ""city"": ""Bengaluru"", ""account_created_at"": ""2023-04-27T09:33:31""}"
CUST_00116,Customer,CUST_00116,"{""age"": 37, ""segment"": ""STUDENT"", ""account_age_days"": 78, ""country"": ""IN"", ""city"": ""Chennai"", ""account_created_at"": ""2025-12-13T16:03:24""}"
CUST_00117,Customer,CUST_00117,"{""age"": 33, ""segment"": ""STUDENT"", ""account_age_days"": 490, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-10-27T22:48:50""}"
CUST_00118,Customer,CUST_00118,"{""age"": 21, ""segment"": ""STUDENT"", ""account_age_days"": 140, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2025-10-12T19:05:57""}"
CUST_00119,Customer,CUST_00119,"{""age"": 46, ""segment"": ""SALARIED"", ""account_age_days"": 676, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-04-24T13:01:54""}"
CUST_00120,Customer,CUST_00120,"{""age"": 42, ""segment"": ""RETAIL"", ""account_age_days"": 430, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2024-12-26T18:16:41""}"
CUST_00121,Customer,CUST_00121,"{""age"": 42, ""segment"": ""STUDENT"", ""account_age_days"": 428, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2024-12-28T09:12:22""}"
CUST_00122,Customer,CUST_00122,"{""age"": 23, ""segment"": ""SALARIED"", ""account_age_days"": 255, ""country"": ""IN"", ""city"": ""Kolkata"", ""account_created_at"": ""2025-06-19T14:39:36""}"
CUST_00123,Customer,CUST_00123,"{""age"": 49, ""segment"": ""SALARIED"", ""account_age_days"": 940, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2023-08-04T06:55:41""}"
CUST_00124,Customer,CUST_00124,"{""age"": 18, ""segment"": ""RETAIL"", ""account_age_days"": 627, ""country"": ""IN"", ""city"": ""Jaipur"", ""account_created_at"": ""2024-06-12T13:26:33""}"
CUST_00125,Customer,CUST_00125,"{""age"": 40, ""segment"": ""RETAIL"", ""account_age_days"": 493, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2024-10-24T04:56:53""}"
CUST_00126,Customer,CUST_00126,"{""age"": 58, ""segment"": ""STUDENT"", ""account_age_days"": 1148, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-01-08T21:29:13""}"
CUST_00127,Customer,CUST_00127,"{""age"": 23, ""segment"": ""SALARIED"", ""account_age_days"": 653, ""country"": ""IN"", ""city"": ""Pune"", ""account_created_at"": ""2024-05-17T10:21:05""}"
CUST_00128,Customer,CUST_00128,"{""age"": 27, ""segment"": ""RETAIL"", ""account_age_days"": 789, ""country"": ""IN"", ""city"": ""Ahmedabad"", ""account_created_at"": ""2024-01-02T19:20:23""}"
CUST_00129,Customer,CUST_00129,"{""age"": 35, ""segment"": ""PREMIUM"", ""account_age_days"": 1084, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2023-03-13T08:08:48""}"
CUST_00130,Customer,CUST_00130,"{""age"": 28, ""segment"": ""RETAIL"", ""account_age_days"": 659, ""country"": ""IN"", ""city"": ""Mumbai"", ""account_created_at"": ""2024-05-11T17:59:52""}"
CUST_00131,Customer,CUST_00131,"{""age"": 18, ""segment"": ""PREMIUM"", ""account_age_days"": 306, ""country"": ""IN"", ""city"": ""Surat"", ""account_created_at"": ""2025-04-29T00:05:46""}"
