ip_id,ip_type,country,city
IP_00165,MOBILE_CARRIER,IN,Delhi
IP_00166,MOBILE_CARRIER,IN,Surat
IP_00167,RESIDENTIAL,IN,Surat
IP_00168,MOBILE_CARRIER,IN,Surat
IP_00169,RESIDENTIAL,IN,Surat
IP_00170,RESIDENTIAL,IN,Mumbai
IP_00171,RESIDENTIAL,IN,Surat
IP_00172,RESIDENTIAL,IN,Hyderabad
IP_00173,MOBILE_CARRIER,IN,Kolkata
IP_00174,MOBILE_CARRIER,IN,Mumbai
IP_00175,MOBILE_CARRIER,IN,Jaipur
IP_00176,RESIDENTIAL,IN,Chennai
IP_00177,MOBILE_CARRIER,IN,Kolkata
IP_00178,RESIDENTIAL,IN,Bengaluru
IP_00179,MOBILE_CARRIER,IN,Delhi
IP_00180,RESIDENTIAL,IN,Ahmedabad
IP_00181,MOBILE_CARRIER,IN,Pune
IP_00182,MOBILE_CARRIER,IN,Pune
IP_00183,DATACENTER,IN,Pune
IP_00184,DATACENTER,AE,Kolkata
IP_00185,MOBILE_CARRIER,IN,Bengaluru
IP_00186,RESIDENTIAL,IN,Ahmedabad
IP_00187,RESIDENTIAL,IN,Ahmedabad
IP_00188,RESIDENTIAL,IN,Bengaluru
IP_00189,RESIDENTIAL,IN,Kolkata
IP_00190,DATACENTER,IN,Kolkata
IP_00191,DATACENTER,IN,Delhi
IP_00192,VPN,IN,Pune
IP_00193,RESIDENTIAL,IN,Jaipur
IP_00194,MOBILE_CARRIER,IN,Chennai
IP_00195,MOBILE_CARRIER,IN,Bengaluru
IP_00196,VPN,IN,Jaipur
IP_00197,RESIDENTIAL,IN,Surat
IP_00198,RESIDENTIAL,IN,Mumbai
IP_00199,RESIDENTIAL,IN,Surat
IP_00200,DATACENTER,IN,Ahmedabad
IP_00201,RESIDENTIAL,IN,Bengaluru
IP_00202,RESIDENTIAL,IN,Chennai
IP_00203,MOBILE_CARRIER,IN,Kolkata
IP_00204,RESIDENTIAL,IN,Kolkata
IP_00205,RESIDENTIAL,IN,Jaipur
IP_00206,RESIDENTIAL,IN,Jaipur
IP_00207,RESIDENTIAL,IN,Kolkata
IP_00208,MOBILE_CARRIER,IN,Jaipur
IP_00209,RESIDENTIAL,IN,Surat
IP_00210,MOBILE_CARRIER,IN,Bengaluru
IP_00211,RESIDENTIAL,IN,Bengaluru
IP_00212,RESIDENTIAL,IN,Pune
IP_00213,MOBILE_CARRIER,IN,Pune
IP_00214,MOBILE_CARRIER,IN,Hyderabad
IP_00215,MOBILE_CARRIER,IN,Kolkata
IP_00216,MOBILE_CARRIER,IN,Mumbai
IP_00217,RESIDENTIAL,IN,Pune
IP_00218,MOBILE_CARRIER,IN,Jaipur
IP_00219,MOBILE_CARRIER,IN,Surat
IP_00220,DATACENTER,IN,Delhi
IP_00221,MOBILE_CARRIER,IN,Delhi
IP_00222,RESIDENTIAL,IN,Surat
IP_00223,MOBILE_CARRIER,IN,Chennai
IP_00224,MOBILE_CARRIER,IN,Jaipur
IP_00225,MOBILE_CARRIER,IN,Jaipur
IP_00226,MOBILE_CARRIER,IN,Surat
IP_00227,RESIDENTIAL,IN,Mumbai
IP_00228,RESIDENTIAL,IN,Bengaluru
IP_00229,PUBLIC_WIFI,IN,Surat
IP_00230,RESIDENTIAL,IN,Mumbai
IP_00231,MOBILE_CARRIER,IN,Chennai
IP_00232,PUBLIC_WIFI,IN,Surat
IP_00233,MOBILE_CARRIER,IN,Mumbai
IP_00234,MOBILE_CARRIER,IN,Delhi
IP_00235,MOBILE_CARRIER,IN,Surat
IP_00236,MOBILE_CARRIER,IN,Kolkata
IP_00237,RESIDENTIAL,IN,Hyderabad
IP_00238,RESIDENTIAL,IN,Bengaluru
IP_00239,RESIDENTIAL,IN,Ahmedabad
IP_00240,RESIDENTIAL,IN,Delhi
IP_00241,RESIDENTIAL,IN,Hyderabad
IP_00242,RESIDENTIAL,IN,Surat
IP_00243,VPN,IN,Mumbai
IP_00244,MOBILE_CARRIER,IN,Jaipur
IP_00245,RESIDENTIAL,IN,Ahmedabad
IP_00246,MOBILE_CARRIER,IN,Pune
IP_00247,PUBLIC_WIFI,IN,Ahmedabad
IP_00248,VPN,IN,Pune
IP_00249,MOBILE_CARRIER,IN,Chennai
IP_00250,MOBILE_CARRIER,IN,Hyderabad
IP_00251,PUBLIC_WIFI,IN,Chennai
IP_00252,MOBILE_CARRIER,IN,Hyderabad
IP_00253,VPN,IN,Chennai
IP_00254,MOBILE_CARRIER,IN,Ahmedabad
IP_00255,RESIDENTIAL,IN,Pune
IP_00256,MOBILE_CARRIER,IN,Chennai
IP_00257,RESIDENTIAL,IN,Surat
IP_00258,MOBILE_CARRIER,IN,Kolkata
IP_00259,DATACENTER,IN,Kolkata
IP_00260,PUBLIC_WIFI,IN,Delhi
IP_00261,RESIDENTIAL,IN,Chennai
IP_00262,PUBLIC_WIFI,IN,Bengaluru
IP_00263,RESIDENTIAL,IN,Ahmedabad
IP_00264,MOBILE_CARRIER,IN,Ahmedabad
IP_00265,RESIDENTIAL,IN,Jaipur
IP_00266,RESIDENTIAL,IN,Jaipur
IP_00267,MOBILE_CARRIER,IN,Delhi
IP_00268,RESIDENTIAL,IN,Surat
IP_00269,RESIDENTIAL,IN,Mumbai
IP_00270,MOBILE_CARRIER,IN,Jaipur
IP_00271,RESIDENTIAL,IN,Hyderabad
IP_00272,RESIDENTIAL,IN,Kolkata
IP_00273,RESIDENTIAL,IN,Ahmedabad
IP_00274,RESIDENTIAL,IN,Delhi
IP_00275,RESIDENTIAL,IN,Jaipur
IP_00276,PUBLIC_WIFI,IN,Delhi
IP_00277,RESIDENTIAL,IN,Ahmedabad
IP_00278,MOBILE_CARRIER,IN,Hyderabad
IP_00279,MOBILE_CARRIER,IN,Chennai
IP_00280,RESIDENTIAL,IN,Mumbai
IP_00281,VPN,IN,Bengaluru
IP_00282,RESIDENTIAL,IN,Mumbai
IP_00283,VPN,IN,Delhi
IP_00284,MOBILE_CARRIER,IN,Mumbai
IP_00285,PUBLIC_WIFI,IN,Kolkata
IP_00286,MOBILE_CARRIER,IN,Delhi
IP_00287,VPN,IN,Chennai
IP_00288,RESIDENTIAL,IN,Surat
IP_00289,MOBILE_CARRIER,IN,Pune
IP_00290,RESIDENTIAL,IN,Jaipur
IP_00291,MOBILE_CARRIER,IN,Delhi
IP_00292,DATACENTER,IN,Ahmedabad
IP_00293,MOBILE_CARRIER,IN,Pune
IP_00294,RESIDENTIAL,IN,Ahmedabad
IP_00295,MOBILE_CARRIER,IN,Delhi
IP_00296,RESIDENTIAL,IN,Pune
IP_00297,MOBILE_CARRIER,IN,Surat
IP_00298,MOBILE_CARRIER,IN,Hyderabad
IP_00299,RESIDENTIAL,IN,Kolkata
IP_00300,MOBILE_CARRIER,IN,Jaipur
IP_00301,RESIDENTIAL,IN,Kolkata
IP_00302,MOBILE_CARRIER,IN,Delhi
IP_00303,PUBLIC_WIFI,IN,Ahmedabad
IP_00304,RESIDENTIAL,IN,Hyderabad
IP_00305,RESIDENTIAL,IN,Kolkata
IP_00306,RESIDENTIAL,IN,Chennai
IP_00307,PUBLIC_WIFI,IN,Chennai
IP_00308,MOBILE_CARRIER,IN,Surat
IP_00309,RESIDENTIAL,IN,Pune
IP_00310,MOBILE_CARRIER,IN,Mumbai
IP_00311,MOBILE_CARRIER,IN,Ahmedabad
IP_00312,RESIDENTIAL,IN,Kolkata
IP_00313,MOBILE_CARRIER,IN,Chennai
IP_00314,MOBILE_CARRIER,IN,Chennai
IP_00315,RESIDENTIAL,IN,Hyderabad
IP_00316,RESIDENTIAL,IN,Delhi
IP_00317,MOBILE_CARRIER,IN,Ahmedabad
IP_00318,MOBILE_CARRIER,IN,Surat
IP_00319,RESIDENTIAL,IN,Jaipur
IP_00320,VPN,IN,Jaipur
IP_00321,MOBILE_CARRIER,IN,Hyderabad
IP_00322,MOBILE_CARRIER,IN,Surat
IP_00323,DATACENTER,IN,Bengaluru
IP_00324,MOBILE_CARRIER,IN,Pune
IP_00325,RESIDENTIAL,IN,Surat
IP_00326,RESIDENTIAL,IN,Jaipur
IP_00327,VPN,IN,Hyderabad
IP_00328,RESIDENTIAL,IN,Pune
IP_00329,DATACENTER,US,Ahmedabad
IP_00330,MOBILE_CARRIER,IN,Ahmedabad
IP_00331,RESIDENTIAL,IN,Jaipur
IP_00332,RESIDENTIAL,IN,Mumbai
IP_00333,MOBILE_CARRIER,IN,Jaipur
IP_00334,RESIDENTIAL,IN,Surat
IP_00335,RESIDENTIAL,IN,Ahmedabad
IP_00336,MOBILE_CARRIER,IN,Chennai
IP_00337,MOBILE_CARRIER,IN,Kolkata
IP_00338,RESIDENTIAL,IN,Mumbai
IP_00339,MOBILE_CARRIER,IN,Surat
IP_00340,RESIDENTIAL,IN,Kolkata
IP_00341,RESIDENTIAL,IN,Bengaluru
IP_00342,MOBILE_CARRIER,IN,Mumbai
IP_00343,VPN,IN,Bengaluru
IP_00344,MOBILE_CARRIER,IN,Chennai
IP_00345,RESIDENTIAL,IN,Delhi
IP_00346,MOBILE_CARRIER,IN,Kolkata
IP_00347,RESIDENTIAL,IN,Kolkata
IP_00348,RESIDENTIAL,IN,Kolkata
IP_00349,RESIDENTIAL,IN,Jaipur
IP_00350,RESIDENTIAL,IN,Pune
IP_00351,RESIDENTIAL,IN,Jaipur
IP_00352,RESIDENTIAL,IN,Delhi
IP_00353,MOBILE_CARRIER,IN,Hyderabad
IP_00354,MOBILE_CARRIER,IN,Mumbai
IP_00355,PUBLIC_WIFI,IN,Ahmedabad
IP_00356,MOBILE_CARRIER,IN,Jaipur
IP_00357,RESIDENTIAL,IN,Kolkata
IP_00358,MOBILE_CARRIER,IN,Hyderabad
IP_00359,MOBILE_CARRIER,IN,Delhi
IP_00360,RESIDENTIAL,IN,Bengaluru
IP_00361,RESIDENTIAL,IN,Kolkata
IP_00362,MOBILE_CARRIER,IN,Mumbai
IP_00363,RESIDENTIAL,IN,Bengaluru
IP_00364,RESIDENTIAL,IN,Mumbai
IP_00365,RESIDENTIAL,IN,Mumbai
IP_00366,RESIDENTIAL,IN,Mumbai
IP_00367,RESIDENTIAL,IN,Hyderabad
IP_00368,MOBILE_CARRIER,IN,Mumbai
IP_00369,RESIDENTIAL,IN,Chennai
IP_00370,RESIDENTIAL,IN,Surat
IP_00371,RESIDENTIAL,IN,Surat
IP_00372,MOBILE_CARRIER,IN,Pune
IP_00373,RESIDENTIAL,IN,Delhi
IP_00374,PUBLIC_WIFI,IN,Jaipur
IP_00375,RESIDENTIAL,IN,Chennai
IP_00376,RESIDENTIAL,IN,Jaipur
IP_00377,VPN,IN,Delhi
IP_00378,RESIDENTIAL,IN,Ahmedabad
IP_00379,RESIDENTIAL,IN,Pune
IP_00380,VPN,IN,Kolkata
IP_00381,RESIDENTIAL,IN,Kolkata
IP_00382,RESIDENTIAL,IN,Chennai
IP_00383,RESIDENTIAL,IN,Jaipur
IP_00384,MOBILE_CARRIER,IN,Hyderabad
IP_00385,RESIDENTIAL,IN,Delhi
IP_00386,MOBILE_CARRIER,IN,Mumbai
IP_00387,MOBILE_CARRIER,IN,Kolkata
IP_00388,MOBILE_CARRIER,IN,Delhi
IP_00389,RESIDENTIAL,IN,Chennai
IP_00390,RESIDENTIAL,IN,Bengaluru
IP_00391,VPN,US,Pune
IP_00392,RESIDENTIAL,IN,Kolkata
IP_00393,MOBILE_CARRIER,IN,Surat
IP_00394,RESIDENTIAL,IN,Bengaluru
IP_00395,RESIDENTIAL,IN,Surat
IP_00396,MOBILE_CARRIER,IN,Jaipur
IP_00397,RESIDENTIAL,IN,Hyderabad
IP_00398,DATACENTER,IN,Pune
IP_00399,VPN,IN,Hyderabad
IP_00400,PUBLIC_WIFI,IN,Bengaluru
IP_00401,MOBILE_CARRIER,IN,Ahmedabad
IP_00402,VPN,IN,Surat
IP_00403,RESIDENTIAL,IN,Hyderabad
IP_00404,MOBILE_CARRIER,IN,Chennai
IP_00405,RESIDENTIAL,IN,Jaipur
IP_00406,MOBILE_CARRIER,IN,Chennai
IP_00407,RESIDENTIAL,IN,Jaipur
IP_00408,DATACENTER,GB,Ahmedabad
IP_00409,MOBILE_CARRIER,IN,Pune
IP_00410,VPN,IN,Pune
IP_00411,RESIDENTIAL,IN,Hyderabad
IP_00412,MOBILE_CARRIER,IN,Mumbai
IP_00413,RESIDENTIAL,IN,Surat
IP_00414,MOBILE_CARRIER,IN,Kolkata
IP_00415,RESIDENTIAL,IN,Hyderabad
IP_00416,RESIDENTIAL,IN,Kolkata
IP_00417,MOBILE_CARRIER,IN,Hyderabad
IP_00418,MOBILE_CARRIER,IN,Pune
IP_00419,RESIDENTIAL,IN,Ahmedabad
IP_00420,PUBLIC_WIFI,IN,Ahmedabad
IP_00421,MOBILE_CARRIER,IN,Pune
IP_00422,RESIDENTIAL,IN,Jaipur
IP_00423,MOBILE_CARRIER,IN,Jaipur
IP_00424,PUBLIC_WIFI,IN,Mumbai
IP_00425,MOBILE_CARRIER,IN,Bengaluru
IP_00426,VPN,IN,Mumbai
IP_00427,RESIDENTIAL,IN,Hyderabad
IP_00428,RESIDENTIAL,IN,Delhi
IP_00429,RESIDENTIAL,IN,Jaipur
IP_00430,MOBILE_CARRIER,IN,Mumbai
IP_00431,MOBILE_CARRIER,IN,Surat
IP_00432,VPN,NL,Ahmedabad
IP_00433,MOBILE_CARRIER,IN,Mumbai
IP_00434,RESIDENTIAL,IN,Chennai
IP_00435,MOBILE_CARRIER,IN,Chennai
IP_00436,RESIDENTIAL,IN,Kolkata
IP_00437,MOBILE_CARRIER,IN,Delhi
IP_00438,RESIDENTIAL,IN,Bengaluru
IP_00439,MOBILE_CARRIER,IN,Hyderabad
IP_00440,RESIDENTIAL,IN,Jaipur
IP_00441,RESIDENTIAL,IN,Pune
IP_00442,RESIDENTIAL,IN,Kolkata
IP_00443,RESIDENTIAL,IN,Kolkata
IP_00444,MOBILE_CARRIER,IN,Hyderabad
IP_00445,PUBLIC_WIFI,IN,Hyderabad
IP_00446,RESIDENTIAL,IN,Bengaluru
IP_00447,MOBILE_CARRIER,IN,Mumbai
IP_00448,RESIDENTIAL,IN,Kolkata
IP_00449,RESIDENTIAL,IN,Ahmedabad
IP_00450,RESIDENTIAL,IN,Mumbai
IP_00451,MOBILE_CARRIER,IN,Bengaluru
IP_00452,MOBILE_CARRIER,IN,Kolkata
IP_00453,MOBILE_CARRIER,IN,Pune
IP_00454,MOBILE_CARRIER,IN,Bengaluru
IP_00455,DATACENTER,IN,Mumbai
IP_00456,VPN,IN,Surat
IP_00457,RESIDENTIAL,IN,Bengaluru
IP_00458,MOBILE_CARRIER,IN,Chennai
IP_00459,DATACENTER,IN,Surat
IP_00460,RESIDENTIAL,IN,Pune
IP_00461,RESIDENTIAL,IN,Hyderabad
IP_00462,MOBILE_CARRIER,IN,Kolkata
IP_00463,VPN,IN,Chennai
IP_00464,RESIDENTIAL,IN,Kolkata
IP_00465,MOBILE_CARRIER,IN,Jaipur
IP_00466,RESIDENTIAL,IN,Delhi
IP_00467,MOBILE_CARRIER,IN,Bengaluru
IP_00468,MOBILE_CARRIER,IN,Pune
IP_00469,RESIDENTIAL,IN,Kolkata
IP_00470,RESIDENTIAL,IN,Bengaluru
IP_00471,RESIDENTIAL,IN,Surat
IP_00472,PUBLIC_WIFI,IN,Kolkata
IP_00473,PUBLIC_WIFI,IN,Pune
IP_00474,RESIDENTIAL,IN,Chennai
IP_00475,MOBILE_CARRIER,IN,Ahmedabad
IP_00476,MOBILE_CARRIER,IN,Pune
IP_00477,MOBILE_CARRIER,IN,Kolkata
IP_00478,RESIDENTIAL,IN,Surat
IP_00479,MOBILE_CARRIER,IN,Bengaluru
IP_00480,MOBILE_CARRIER,IN,Chennai
IP_00481,MOBILE_CARRIER,IN,Bengaluru
IP_00482,RESIDENTIAL,IN,Delhi
IP_00483,RESIDENTIAL,IN,Delhi
IP_00484,MOBILE_CARRIER,IN,Pune
IP_00485,RESIDENTIAL,IN,Bengaluru
IP_00486,RESIDENTIAL,IN,Chennai
IP_00487,RESIDENTIAL,IN,Chennai
IP_00488,RESIDENTIAL,IN,Bengaluru
IP_00489,RESIDENTIAL,IN,Ahmedabad
IP_00490,MOBILE_CARRIER,IN,Jaipur
IP_00491,RESIDENTIAL,IN,Mumbai
IP_00492,RESIDENTIAL,IN,Jaipur
IP_00493,RESIDENTIAL,IN,Surat
IP_00494,MOBILE_CARRIER,IN,Kolkata
IP_00495,RESIDENTIAL,IN,Kolkata
IP_00496,RESIDENTIAL,IN,Bengaluru
IP_00497,MOBILE_CARRIER,IN,Jaipur
IP_00498,VPN,IN,Hyderabad
IP_00499,RESIDENTIAL,IN,Kolkata
IP_00500,RESIDENTIAL,IN,Chennai
IP_00501,RESIDENTIAL,IN,Ahmedabad
IP_00502,RESIDENTIAL,IN,Delhi
IP_00503,RESIDENTIAL,IN,Kolkata
IP_00504,RESIDENTIAL,IN,Bengaluru
IP_00505,RESIDENTIAL,IN,Hyderabad
IP_00506,MOBILE_CARRIER,IN,Ahmedabad
IP_00507,MOBILE_CARRIER,IN,Hyderabad
IP_00508,MOBILE_CARRIER,IN,Delhi
IP_00509,RESIDENTIAL,IN,Kolkata
IP_00510,RESIDENTIAL,IN,Surat
IP_00511,RESIDENTIAL,IN,Pune
IP_00512,RESIDENTIAL,IN,Kolkata
IP_00513,MOBILE_CARRIER,IN,Surat
IP_00514,RESIDENTIAL,IN,Pune
IP_00515,MOBILE_CARRIER,IN,Hyderabad
IP_00516,MOBILE_CARRIER,IN,Delhi
IP_00517,PUBLIC_WIFI,IN,Pune
IP_00518,RESIDENTIAL,IN,Ahmedabad
IP_00519,PUBLIC_WIFI,IN,Hyderabad
IP_00520,RESIDENTIAL,IN,Chennai
IP_00521,MOBILE_CARRIER,IN,Kolkata
IP_00522,RESIDENTIAL,IN,Surat
IP_00523,RESIDENTIAL,IN,Jaipur
IP_00524,RESIDENTIAL,IN,Jaipur
IP_00525,RESIDENTIAL,IN,Ahmedabad
IP_00526,VPN,IN,Hyderabad
IP_00527,RESIDENTIAL,IN,Bengaluru
IP_00528,MOBILE_CARRIER,IN,Kolkata
IP_00529,MOBILE_CARRIER,IN,Delhi
IP_00530,MOBILE_CARRIER,IN,Hyderabad
IP_00531,RESIDENTIAL,IN,Delhi
IP_00532,MOBILE_CARRIER,IN,Kolkata
IP_00533,RESIDENTIAL,IN,Surat
IP_00534,MOBILE_CARRIER,IN,Kolkata
IP_00535,MOBILE_CARRIER,IN,Kolkata
IP_00536,MOBILE_CARRIER,IN,Pune
IP_00537,MOBILE_CARRIER,IN,Jaipur
IP_00538,MOBILE_CARRIER,IN,Bengaluru
IP_00539,RESIDENTIAL,IN,Hyderabad
IP_00540,MOBILE_CARRIER,IN,Pune
IP_00541,RESIDENTIAL,IN,Surat
IP_00542,RESIDENTIAL,IN,Kolkata
IP_00543,PUBLIC_WIFI,IN,Pune
IP_00544,PUBLIC_WIFI,IN,Kolkata
IP_00545,RESIDENTIAL,IN,Bengaluru
IP_00546,RESIDENTIAL,IN,Jaipur
IP_00547,MOBILE_CARRIER,IN,Jaipur
IP_00548,MOBILE_CARRIER,IN,Surat
IP_00549,RESIDENTIAL,IN,Pune
IP_00550,RESIDENTIAL,IN,Surat
IP_00551,MOBILE_CARRIER,IN,Delhi
IP_00552,RESIDENTIAL,IN,Mumbai
IP_00553,MOBILE_CARRIER,IN,Chennai
IP_00554,RESIDENTIAL,IN,Bengaluru
IP_00555,RESIDENTIAL,IN,Delhi
