customer_id,customer_age,customer_segment,account_age_days,country,city,account_created_at
CUST_00051,37,PREMIUM,602,IN,Kolkata,2024-07-07T21:34:27
CUST_00052,29,SALARIED,332,IN,Hyderabad,2025-04-03T19:29:24
CUST_00053,26,PREMIUM,466,IN,Jaipur,2024-11-20T06:20:12
CUST_00054,40,RETAIL,211,IN,Pune,2025-08-02T15:10:32
CUST_00055,45,STUDENT,248,IN,Kolkata,2025-06-26T20:17:33
CUST_00056,44,RETAIL,455,IN,Mumbai,2024-12-01T13:37:21
CUST_00057,24,SALARIED,411,IN,Ahmedabad,2025-01-14T12:20:07
CUST_00058,30,STUDENT,967,IN,Hyderabad,2023-07-08T22:00:07
CUST_00059,37,RETAIL,830,IN,Bengaluru,2023-11-22T19:11:13
CUST_00060,44,RETAIL,176,IN,Delhi,2025-09-06T16:20:00
CUST_00061,28,SALARIED,654,IN,Bengaluru,2024-05-16T23:38:15
CUST_00062,31,RETAIL,1029,IN,Jaipur,2023-05-07T23:38:46
CUST_00063,21,RETAIL,1184,IN,Jaipur,2022-12-03T07:11:43
CUST_00064,20,PREMIUM,354,IN,Mumbai,2025-03-12T01:15:17
CUST_00065,42,RETAIL,1143,IN,Mumbai,2023-01-13T22:43:49
CUST_00066,48,RETAIL,620,IN,Mumbai,2024-06-19T22:30:18
CUST_00067,33,RETAIL,620,IN,Pune,2024-06-19T02:05:01
CUST_00068,45,SALARIED,104,IN,Kolkata,2025-11-17T14:04:03
CUST_00069,37,RETAIL,844,IN,Pune,2023-11-08T07:14:53
CUST_00070,26,PREMIUM,1153,IN,Jaipur,2023-01-03T21:48:47
CUST_00071,37,SME,109,IN,Jaipur,2025-11-12T22:44:00
CUST_00072,50,RETAIL,1068,IN,Mumbai,2023-03-29T11:12:49
CUST_00073,33,RETAIL,785,IN,Hyderabad,2024-01-06T12:19:40
CUST_00074,51,SME,1091,IN,Chennai,2023-03-06T15:08:56
CUST_00075,18,SALARIED,125,IN,Delhi,2025-10-27T06:42:45
CUST_00076,43,RETAIL,869,IN,Kolkata,2023-10-14T02:51:54
CUST_00077,34,PREMIUM,530,IN,Delhi,2024-09-17T10:44:23
CUST_00078,30,RETAIL,704,IN,Jaipur,2024-03-27T04:38:31
CUST_00079,35,RETAIL,348,IN,Hyderabad,2025-03-18T05:25:16
CUST_00080,18,SALARIED,697,IN,Jaipur,2024-04-03T01:14:02
CUST_00081,31,SALARIED,945,IN,Surat,2023-07-30T19:18:00
CUST_00082,37,SALARIED,715,IN,Bengaluru,2024-03-16T21:24:25
CUST_00083,50,RETAIL,363,IN,Pune,2025-03-03T00:58:11
CUST_00084,28,SALARIED,912,IN,Chennai,2023-09-01T10:40:31
CUST_00085,25,RETAIL,449,IN,Mumbai,2024-12-07T20:51:48
CUST_00086,28,SALARIED,611,IN,Hyderabad,2024-06-28T04:23:20
CUST_00087,44,PREMIUM,537,IN,Bengaluru,2024-09-10T02:58:37
CUST_00088,37,STUDENT,1041,IN,Surat,2023-04-25T19:27:05
CUST_00089,28,PREMIUM,830,IN,Ahmedabad,2023-11-22T18:05:35
CUST_00090,39,PREMIUM,400,IN,Kolkata,2025-01-25T17:45:57
CUST_00091,35,SALARIED,95,IN,Hyderabad,2025-11-26T15:33:45
CUST_00092,44,SALARIED,200,IN,Surat,2025-08-13T18:00:31
CUST_00093,26,PREMIUM,730,IN,Kolkata,2024-03-01T09:03:44
CUST_00094,30,RETAIL,150,IN,Kolkata,2025-10-02T04:12:07
CUST_00095,29,STUDENT,872,IN,Surat,2023-10-11T04:12:23
CUST_00096,18,PREMIUM,143,IN,Ahmedabad,2025-10-09T07:53:31
CUST_00097,37,SALARIED,151,IN,Kolkata,2025-10-01T16:26:25
CUST_00098,36,SME,145,IN,Mumbai,2025-10-07T06:35:26
CUST_00099,34,RETAIL,965,IN,Chennai,2023-07-10T11:03:40
CUST_00100,31,PREMIUM,930,IN,Mumbai,2023-08-14T14:20:01
CUST_00101,18,STUDENT,356,IN,Ahmedabad,2025-03-10T09:06:18
CUST_00102,29,RETAIL,1090,IN,Surat,2023-03-07T20:48:10
CUST_00103,30,SALARIED,1184,IN,Pune,2022-12-03T19:34:33
CUST_00104,25,PREMIUM,431,IN,Hyderabad,2024-12-25T09:22:02
CUST_00105,32,SALARIED,249,IN,Delhi,2025-06-25T15:39:15
CUST_00106,38,STUDENT,318,IN,Ahmedabad,2025-04-17T21:52:14
CUST_00107,54,STUDENT,239,IN,Jaipur,2025-07-05T07:14:35
CUST_00108,35,STUDENT,392,IN,Mumbai,2025-02-02T11:24:35
CUST_00109,36,SALARIED,751,IN,Delhi,2024-02-09T05:04:17
CUST_00110,33,RETAIL,361,IN,Mumbai,2025-03-05T18:10:14
CUST_00111,18,RETAIL,698,IN,Chennai,2024-04-02T00:10:31
CUST_00112,33,STUDENT,305,IN,Surat,2025-04-30T19:47:59
CUST_00113,34,SALARIED,90,IN,Ahmedabad,2025-12-01T09:28:05
CUST_00114,61,PREMIUM,76,IN,Hyderabad,2025-12-15T04:03:28
CUST_00115,31,RETAIL,1039,IN,Bengaluru,2023-04-27T09:33:31
CUST_00116,37,STUDENT,78,IN,Chennai,2025-12-13T16:03:24
CUST_00117,33,STUDENT,490,IN,Mumbai,2024-10-27T22:48:50
CUST_00118,21,STUDENT,140,IN,Surat,2025-10-12T19:05:57
CUST_00119,46,SALARIED,676,IN,Mumbai,2024-04-24T13:01:54
CUST_00120,42,RETAIL,430,IN,Surat,2024-12-26T18:16:41
CUST_00121,42,STUDENT,428,IN,Pune,2024-12-28T09:12:22
CUST_00122,23,SALARIED,255,IN,Kolkata,2025-06-19T14:39:36
CUST_00123,49,SALARIED,940,IN,Ahmedabad,2023-08-04T06:55:41
CUST_00124,18,RETAIL,627,IN,Jaipur,2024-06-12T13:26:33
CUST_00125,40,RETAIL,493,IN,Surat,2024-10-24T04:56:53
CUST_00126,58,STUDENT,1148,IN,Surat,2023-01-08T21:29:13
CUST_00127,23,SALARIED,653,IN,Pune,2024-05-17T10:21:05
CUST_00128,27,RETAIL,789,IN,Ahmedabad,2024-01-02T19:20:23
CUST_00129,35,PREMIUM,1084,IN,Surat,2023-03-13T08:08:48
CUST_00130,28,RETAIL,659,IN,Mumbai,2024-05-11T17:59:52
CUST_00131,18,PREMIUM,306,IN,Surat,2025-04-29T00:05:46
CUST_00132,34,SME,912,IN,Jaipur,2023-09-01T22:38:37
CUST_00133,22,SALARIED,499,IN,Chennai,2024-10-18T23:19:47
CUST_00134,39,RETAIL,203,IN,Jaipur,2025-08-10T14:40:27
CUST_00135,23,RETAIL,77,IN,Pune,2025-12-14T20:16:38
CUST_00136,51,RETAIL,124,IN,Pune,2025-10-28T18:47:38
CUST_00137,25,SALARIED,1046,IN,Delhi,2023-04-20T08:08:57
CUST_00138,30,PREMIUM,1008,IN,Ahmedabad,2023-05-28T06:02:38
CUST_00139,42,SALARIED,912,IN,Jaipur,2023-09-01T00:56:06
CUST_00140,20,RETAIL,711,IN,Hyderabad,2024-03-20T06:25:58
CUST_00141,36,PREMIUM,744,IN,Chennai,2024-02-16T12:55:50
CUST_00142,48,SALARIED,759,IN,Delhi,2024-02-01T11:19:25
CUST_00143,18,PREMIUM,862,IN,Chennai,2023-10-21T18:21:52
CUST_00144,36,STUDENT,709,IN,Kolkata,2024-03-22T01:57:42
CUST_00145,36,RETAIL,551,IN,Chennai,2024-08-27T12:31:06
CUST_00146,42,RETAIL,684,IN,Mumbai,2024-04-16T18:52:36
CUST_00147,20,SALARIED,254,IN,Ahmedabad,2025-06-20T09:27:58
CUST_00148,19,SALARIED,380,IN,Ahmedabad,2025-02-14T17:38:00
CUST_00149,39,STUDENT,1137,IN,Delhi,2023-01-19T14:10:39
CUST_00150,37,SALARIED,266,IN,Hyderabad,2025-06-08T07:16:51
CUST_00151,36,STUDENT,1005,IN,Jaipur,2023-05-31T11:14:04
CUST_00152,37,RETAIL,701,IN,Surat,2024-03-30T22:16:05
CUST_00153,26,SALARIED,747,IN,Bengaluru,2024-02-13T09:03:57
CUST_00154,36,PREMIUM,704,IN,Chennai,2024-03-27T23:23:11
CUST_00155,37,STUDENT,494,IN,Chennai,2024-10-23T13:47:47
CUST_00156,26,RETAIL,718,IN,Chennai,2024-03-13T09:17:52
CUST_00157,54,RETAIL,625,IN,Jaipur,2024-06-14T20:59:20
CUST_00158,39,PREMIUM,488,IN,Pune,2024-10-29T06:37:24
CUST_00159,20,RETAIL,645,IN,Bengaluru,2024-05-25T05:44:49
CUST_00160,41,RETAIL,758,IN,Delhi,2024-02-02T06:31:56
CUST_00161,23,RETAIL,168,IN,Bengaluru,2025-09-14T20:35:56
CUST_00162,42,RETAIL,431,IN,Surat,2024-12-25T01:21:02
CUST_00163,46,STUDENT,978,IN,Pune,2023-06-27T04:37:40
CUST_00164,24,SALARIED,1157,IN,Ahmedabad,2022-12-30T21:00:11
CUST_00165,44,PREMIUM,255,IN,Ahmedabad,2025-06-19T01:30:53
CUST_00166,38,RETAIL,1018,IN,Delhi,2023-05-18T08:45:45
CUST_00167,43,SALARIED,593,IN,Pune,2024-07-16T12:34:48
CUST_00168,54,SALARIED,730,IN,Bengaluru,2024-03-01T09:28:58
CUST_00169,31,PREMIUM,784,IN,Delhi,2024-01-07T08:30:05
CUST_00170,25,RETAIL,778,IN,Jaipur,2024-01-13T04:23:51
CUST_00171,24,RETAIL,284,IN,Bengaluru,2025-05-21T13:24:18
CUST_00172,25,SALARIED,1156,IN,Kolkata,2022-12-31T09:34:22
CUST_00173,33,RETAIL,564,IN,Kolkata,2024-08-14T06:49:29
CUST_00174,37,RETAIL,491,IN,Kolkata,2024-10-26T01:22:32
CUST_00175,37,PREMIUM,765,IN,Delhi,2024-01-26T06:15:44
CUST_00176,43,STUDENT,224,IN,Surat,2025-07-20T00:00:14
CUST_00177,34,SALARIED,299,IN,Pune,2025-05-06T05:21:30
CUST_00178,49,PREMIUM,976,IN,Bengaluru,2023-06-29T18:40:34
CUST_00179,31,PREMIUM,841,IN,Mumbai,2023-11-11T13:28:18
CUST_00180,63,RETAIL,349,IN,Mumbai,2025-03-17T05:02:11
CUST_00181,40,SALARIED,370,IN,Kolkata,2025-02-24T09:25:41
CUST_00182,24,STUDENT,980,IN,Pune,2023-06-25T17:46:16
CUST_00183,22,RETAIL,688,IN,Pune,2024-04-12T10:14:01
CUST_00184,39,SME,81,IN,Delhi,2025-12-10T04:27:34
CUST_00185,31,SALARIED,192,IN,Mumbai,2025-08-21T12:02:24
CUST_00186,41,RETAIL,800,IN,Mumbai,2023-12-22T20:04:41
CUST_00187,39,RETAIL,872,IN,Kolkata,2023-10-11T03:39:14
CUST_00188,33,RETAIL,956,IN,Delhi,2023-07-19T06:46:17
CUST_00189,24,PREMIUM,450,IN,Pune,2024-12-06T06:35:06
CUST_00190,18,SALARIED,380,IN,Delhi,2025-02-14T14:04:17
CUST_00191,29,RETAIL,211,IN,Ahmedabad,2025-08-02T03:58:50
CUST_00192,43,STUDENT,343,IN,Kolkata,2025-03-23T21:51:18
CUST_00193,36,SALARIED,936,IN,Jaipur,2023-08-08T04:48:30
CUST_00194,20,RETAIL,986,IN,Delhi,2023-06-19T11:37:45
CUST_00195,35,RETAIL,80,IN,Hyderabad,2025-12-11T05:28:05
CUST_00196,38,STUDENT,616,IN,Surat,2024-06-23T10:00:25
CUST_00197,24,RETAIL,142,IN,Pune,2025-10-10T05:29:14
CUST_00198,35,RETAIL,1051,IN,Jaipur,2023-04-15T01:54:50
CUST_00199,34,SME,637,IN,Jaipur,2024-06-02T09:26:54
CUST_00200,21,SALARIED,246,IN,Bengaluru,2025-06-28T16:29:19
CUST_00201,37,STUDENT,1169,IN,Mumbai,2022-12-18T05:40:20
CUST_00202,40,SALARIED,1160,IN,Jaipur,2022-12-27T23:29:30
CUST_00203,45,SALARIED,743,IN,Chennai,2024-02-17T10:37:08
CUST_00204,45,RETAIL,137,IN,Chennai,2025-10-15T01:00:21
CUST_00205,18,STUDENT,598,IN,Surat,2024-07-11T22:19:29
CUST_00206,23,RETAIL,170,IN,Surat,2025-09-12T02:41:08
CUST_00207,39,RETAIL,1057,IN,Bengaluru,2023-04-09T21:51:27
CUST_00208,39,SALARIED,634,IN,Chennai,2024-06-05T15:51:20
CUST_00209,39,RETAIL,591,IN,Surat,2024-07-18T23:12:52
CUST_00210,75,RETAIL,374,IN,Delhi,2025-02-20T02:31:36
CUST_00211,40,RETAIL,548,IN,Jaipur,2024-08-30T08:48:08
CUST_00212,46,SALARIED,767,IN,Delhi,2024-01-24T21:50:21
CUST_00213,44,SALARIED,910,IN,Ahmedabad,2023-09-03T11:44:17
CUST_00214,41,STUDENT,407,IN,Pune,2025-01-18T17:23:13
CUST_00215,30,RETAIL,606,IN,Ahmedabad,2024-07-03T20:56:49
CUST_00216,42,RETAIL,682,IN,Jaipur,2024-04-18T08:12:11
CUST_00217,25,RETAIL,863,IN,Jaipur,2023-10-20T08:43:50
CUST_00218,31,SALARIED,89,IN,Ahmedabad,2025-12-02T14:00:08
CUST_00219,28,RETAIL,711,IN,Bengaluru,2024-03-20T07:16:57
CUST_00220,34,SALARIED,789,IN,Chennai,2024-01-02T10:20:01
CUST_00221,59,RETAIL,611,IN,Surat,2024-06-28T20:43:18
CUST_00222,18,RETAIL,560,IN,Hyderabad,2024-08-18T00:16:22
CUST_00223,41,PREMIUM,433,IN,Mumbai,2024-12-23T13:24:59
CUST_00224,18,SALARIED,89,IN,Bengaluru,2025-12-02T10:53:26
CUST_00225,28,STUDENT,784,IN,Chennai,2024-01-07T16:13:41
CUST_00226,45,RETAIL,113,IN,Surat,2025-11-08T04:54:56
CUST_00227,34,STUDENT,509,IN,Bengaluru,2024-10-08T04:19:52
CUST_00228,22,RETAIL,331,IN,Surat,2025-04-04T11:17:11
CUST_00229,26,SALARIED,443,IN,Chennai,2024-12-13T20:15:48
CUST_00230,41,RETAIL,220,IN,Chennai,2025-07-24T03:30:00
CUST_00231,25,SALARIED,727,IN,Bengaluru,2024-03-04T15:49:10
CUST_00232,36,RETAIL,192,IN,Mumbai,2025-08-21T11:35:38
CUST_00233,34,RETAIL,607,IN,Ahmedabad,2024-07-02T18:31:55
CUST_00234,26,SME,475,IN,Ahmedabad,2024-11-11T04:34:48
CUST_00235,57,RETAIL,1172,IN,Bengaluru,2022-12-15T10:46:20
CUST_00236,40,SALARIED,595,IN,Bengaluru,2024-07-14T20:57:55
CUST_00237,18,PREMIUM,578,IN,Ahmedabad,2024-07-31T09:58:02
CUST_00238,36,RETAIL,66,IN,Chennai,2025-12-25T22:17:35
CUST_00239,26,RETAIL,740,IN,Jaipur,2024-02-20T11:23:59
CUST_00240,43,STUDENT,1069,IN,Bengaluru,2023-03-28T08:32:34
CUST_00241,25,PREMIUM,71,IN,Ahmedabad,2025-12-20T11:15:07
CUST_00242,32,RETAIL,1161,IN,Chennai,2022-12-26T12:38:16
CUST_00243,39,RETAIL,250,IN,Pune,2025-06-24T12:25:05
CUST_00244,43,RETAIL,1006,IN,Delhi,2023-05-30T14:18:47
CUST_00245,20,PREMIUM,851,IN,Kolkata,2023-11-01T02:47:40
CUST_00246,30,SALARIED,800,IN,Ahmedabad,2023-12-22T08:54:03
CUST_00247,28,STUDENT,351,IN,Surat,2025-03-15T22:47:58
CUST_00248,26,RETAIL,861,IN,Chennai,2023-10-22T21:09:25
CUST_00249,53,PREMIUM,985,IN,Mumbai,2023-06-20T23:57:38
CUST_00250,38,RETAIL,152,IN,Jaipur,2025-09-30T11:52:46
CUST_00251,20,PREMIUM,1163,IN,Hyderabad,2022-12-24T19:12:22
CUST_00252,44,SALARIED,140,IN,Mumbai,2025-10-12T00:50:28
CUST_00253,57,PREMIUM,158,IN,Delhi,2025-09-24T16:15:18
CUST_00254,45,RETAIL,167,IN,Bengaluru,2025-09-15T14:07:09
CUST_00255,18,PREMIUM,414,IN,Bengaluru,2025-01-11T05:55:07
CUST_00256,28,RETAIL,516,IN,Kolkata,2024-10-01T21:08:47
CUST_00257,47,RETAIL,888,IN,Surat,2023-09-25T13:52:16
CUST_00258,26,PREMIUM,723,IN,Surat,2024-03-08T17:11:57
CUST_00259,38,RETAIL,194,IN,Kolkata,2025-08-19T20:42:50
CUST_00260,42,RETAIL,822,IN,Hyderabad,2023-11-30T06:49:31
CUST_00261,23,SALARIED,148,IN,Surat,2025-10-04T19:53:09
CUST_00262,33,RETAIL,388,IN,Bengaluru,2025-02-06T23:03:28
CUST_00263,18,RETAIL,432,IN,Surat,2024-12-24T21:14:18
CUST_00264,22,SALARIED,917,IN,Ahmedabad,2023-08-27T01:08:09
CUST_00265,31,STUDENT,487,IN,Jaipur,2024-10-30T19:19:42
CUST_00266,20,PREMIUM,554,IN,Mumbai,2024-08-24T18:20:15
CUST_00267,51,PREMIUM,1088,IN,Chennai,2023-03-09T04:54:19
CUST_00268,18,RETAIL,74,IN,Bengaluru,2025-12-17T06:44:47
CUST_00269,29,SME,260,IN,Jaipur,2025-06-14T04:36:04
CUST_00270,35,PREMIUM,1015,IN,Chennai,2023-05-21T03:17:46
CUST_00271,49,RETAIL,295,IN,Ahmedabad,2025-05-10T19:16:05
CUST_00272,18,PREMIUM,392,IN,Mumbai,2025-02-02T02:00:57
CUST_00273,46,STUDENT,648,IN,Pune,2024-05-22T17:32:43
CUST_00274,34,STUDENT,993,IN,Mumbai,2023-06-12T22:53:12
CUST_00275,23,SALARIED,425,IN,Ahmedabad,2024-12-31T18:09:58
CUST_00276,39,PREMIUM,210,IN,Surat,2025-08-03T16:13:31
CUST_00277,36,PREMIUM,923,IN,Pune,2023-08-21T17:12:16
CUST_00278,27,RETAIL,290,IN,Hyderabad,2025-05-15T13:45:53
CUST_00279,34,STUDENT,474,IN,Bengaluru,2024-11-12T11:02:45
CUST_00280,29,PREMIUM,1057,IN,Delhi,2023-04-09T22:03:32
CUST_00281,35,RETAIL,996,IN,Delhi,2023-06-09T18:35:36
CUST_00282,41,PREMIUM,462,IN,Hyderabad,2024-11-24T03:37:42
CUST_00283,51,RETAIL,130,IN,Chennai,2025-10-22T01:23:56
CUST_00284,20,RETAIL,1018,IN,Pune,2023-05-18T09:33:49
CUST_00285,57,RETAIL,669,IN,Surat,2024-05-01T04:49:09
CUST_00286,18,SALARIED,1197,IN,Jaipur,2022-11-20T16:54:33
CUST_00287,32,PREMIUM,508,IN,Ahmedabad,2024-10-09T05:29:06
CUST_00288,40,RETAIL,941,IN,Hyderabad,2023-08-03T00:04:44
CUST_00289,37,RETAIL,520,IN,Surat,2024-09-27T05:50:01
CUST_00290,27,SALARIED,920,IN,Jaipur,2023-08-24T22:57:29
CUST_00291,31,RETAIL,1152,IN,Bengaluru,2023-01-04T11:29:08
CUST_00292,28,PREMIUM,557,IN,Mumbai,2024-08-21T21:24:11
CUST_00293,27,STUDENT,897,IN,Chennai,2023-09-16T17:51:37
CUST_00294,43,RETAIL,250,IN,Chennai,2025-06-24T23:29:17
CUST_00295,37,RETAIL,1005,IN,Mumbai,2023-05-31T05:12:22
CUST_00296,26,SME,1014,IN,Kolkata,2023-05-22T19:04:14
CUST_00297,43,RETAIL,823,IN,Mumbai,2023-11-29T03:30:14
CUST_00298,37,SALARIED,209,IN,Pune,2025-08-04T11:02:15
CUST_00299,42,PREMIUM,672,IN,Surat,2024-04-28T10:11:42
CUST_00300,40,PREMIUM,489,IN,Pune,2024-10-28T02:54:20
CUST_00301,24,STUDENT,177,IN,Pune,2025-09-05T07:01:16
CUST_00302,27,SALARIED,292,IN,Surat,2025-05-13T11:36:30
CUST_00303,42,RETAIL,815,IN,Bengaluru,2023-12-07T18:18:24
CUST_00304,40,PREMIUM,484,IN,Jaipur,2024-11-02T19:38:44
CUST_00305,33,RETAIL,1044,IN,Hyderabad,2023-04-22T00:11:22
CUST_00306,35,SALARIED,526,IN,Chennai,2024-09-21T13:37:02
CUST_00307,48,PREMIUM,931,IN,Pune,2023-08-13T15:56:55
CUST_00308,27,RETAIL,1060,IN,Bengaluru,2023-04-06T07:26:06
CUST_00309,40,PREMIUM,1154,IN,Chennai,2023-01-02T02:07:25
CUST_00310,31,PREMIUM,818,IN,Bengaluru,2023-12-04T02:15:08
CUST_00311,31,RETAIL,1002,IN,Delhi,2023-06-03T21:54:34
CUST_00312,46,RETAIL,222,IN,Bengaluru,2025-07-22T20:49:42
CUST_00313,43,STUDENT,1081,IN,Jaipur,2023-03-16T19:04:46
CUST_00314,42,SME,111,IN,Jaipur,2025-11-10T14:33:16
CUST_00315,48,SALARIED,1035,IN,Mumbai,2023-05-01T12:33:31
CUST_00316,34,RETAIL,193,IN,Hyderabad,2025-08-20T23:04:08
CUST_00317,41,SALARIED,1129,IN,Surat,2023-01-27T03:38:33
CUST_00318,30,RETAIL,733,IN,Jaipur,2024-02-27T08:22:17
CUST_00319,37,SALARIED,976,IN,Delhi,2023-06-29T09:40:23
CUST_00320,32,SALARIED,692,IN,Hyderabad,2024-04-08T18:09:43
CUST_00321,35,PREMIUM,655,IN,Chennai,2024-05-15T22:50:37
CUST_00322,40,PREMIUM,405,IN,Jaipur,2025-01-20T04:00:49
CUST_00323,24,RETAIL,424,IN,Delhi,2025-01-01T01:15:02
CUST_00324,57,RETAIL,304,IN,Delhi,2025-05-01T22:39:23
CUST_00325,22,RETAIL,822,IN,Mumbai,2023-11-30T18:46:24
CUST_00326,20,STUDENT,769,IN,Jaipur,2024-01-22T19:36:31
CUST_00327,46,SME,1157,IN,Mumbai,2022-12-30T14:52:01
CUST_00328,42,RETAIL,1087,IN,Pune,2023-03-10T19:30:00
CUST_00329,40,RETAIL,1183,IN,Chennai,2022-12-04T07:38:18
CUST_00330,40,PREMIUM,658,IN,Surat,2024-05-12T05:17:50
CUST_00331,33,STUDENT,970,IN,Ahmedabad,2023-07-05T13:15:52
CUST_00332,24,SALARIED,350,IN,Chennai,2025-03-16T02:24:52
CUST_00333,34,RETAIL,516,IN,Pune,2024-10-01T09:37:54
CUST_00334,26,RETAIL,464,IN,Chennai,2024-11-22T05:26:45
CUST_00335,44,RETAIL,236,IN,Bengaluru,2025-07-08T06:05:31
CUST_00336,32,SME,872,IN,Surat,2023-10-11T17:28:39
CUST_00337,24,STUDENT,179,IN,Delhi,2025-09-03T02:36:34
CUST_00338,30,STUDENT,940,IN,Mumbai,2023-08-04T12:35:36
CUST_00339,38,RETAIL,784,IN,Jaipur,2024-01-07T14:31:04
CUST_00340,27,RETAIL,974,IN,Ahmedabad,2023-07-01T00:33:08
CUST_00341,24,RETAIL,933,IN,Delhi,2023-08-11T00:02:33
CUST_00342,36,SALARIED,241,IN,Ahmedabad,2025-07-03T19:46:40
CUST_00343,36,SME,1140,IN,Surat,2023-01-16T13:55:00
CUST_00344,28,SALARIED,246,IN,Chennai,2025-06-28T23:33:19
CUST_00345,28,RETAIL,1011,IN,Delhi,2023-05-25T01:23:11
CUST_00346,36,RETAIL,846,IN,Mumbai,2023-11-06T14:24:28
CUST_00347,18,SALARIED,683,IN,Jaipur,2024-04-17T05:40:28
CUST_00348,18,STUDENT,524,IN,Delhi,2024-09-23T23:09:59
CUST_00349,26,RETAIL,1032,IN,Chennai,2023-05-04T20:18:17
CUST_00350,31,RETAIL,1072,IN,Mumbai,2023-03-25T01:18:44
CUST_00351,37,RETAIL,632,IN,Pune,2024-06-07T08:55:21
CUST_00352,50,PREMIUM,958,IN,Ahmedabad,2023-07-17T15:19:16
CUST_00353,43,SME,309,IN,Surat,2025-04-26T12:27:13
CUST_00354,32,RETAIL,596,IN,Delhi,2024-07-13T18:22:56
CUST_00355,33,RETAIL,342,IN,Chennai,2025-03-24T12:49:56
CUST_00356,22,RETAIL,794,IN,Jaipur,2023-12-28T22:41:41
CUST_00357,33,STUDENT,222,IN,Delhi,2025-07-22T07:47:10
CUST_00358,30,SALARIED,407,IN,Pune,2025-01-18T06:39:04
