transaction_id,customer_id,merchant_id,device_id,ip_id,payment_method_id,timestamp,amount,currency,transaction_status,payment_type,city,is_fraud,fraud_ring_id,fraud_type
TXN_00055,CUST_01144,MERCH_0036,DEV_0013,IP_00335,PM_0401,2026-01-01T06:24:57,10410.35,INR,SUCCESS,UPI,Surat,0,,
TXN_00056,CUST_01518,MERCH_0097,DEV_0322,IP_00877,PM_0186,2026-01-01T06:29:12,210.99,INR,SUCCESS,DEBIT_CARD,Pune,0,,
TXN_00057,CUST_01371,MERCH_0071,DEV_0173,IP_00118,PM_0306,2026-01-01T06:46:33,841.55,INR,SUCCESS,CREDIT_CARD,Mumbai,0,,
TXN_00058,CUST_00299,MERCH_0063,DEV_0062,IP_00463,PM_0453,2026-01-01T06:52:32,109.62,INR,SUCCESS,UPI,Surat,0,,
TXN_00059,CUST_00153,MERCH_0093,DEV_0056,IP_00570,PM_0142,2026-01-01T06:53:59,213.7,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_00060,CUST_00317,MERCH_0023,DEV_0227,IP_00530,PM_0054,2026-01-01T06:55:17,310.59,INR,SUCCESS,UPI,Surat,0,,
TXN_00061,CUST_01968,MERCH_0088,DEV_0185,IP_00753,PM_0206,2026-01-01T07:01:23,14564.26,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_00062,CUST_01250,MERCH_0024,DEV_0162,IP_00616,PM_0413,2026-01-01T07:37:51,178.74,INR,SUCCESS,UPI,Surat,0,,
TXN_00063,CUST_01349,MERCH_0063,DEV_0395,IP_00600,PM_0206,2026-01-01T08:23:19,8300.9,INR,SUCCESS,CREDIT_CARD,Chennai,0,,
TXN_00064,CUST_01314,MERCH_0005,DEV_0498,IP_00701,PM_0476,2026-01-01T08:46:26,3823.68,INR,SUCCESS,UPI,Delhi,0,,
TXN_00065,CUST_01351,MERCH_0088,DEV_0139,IP_00821,PM_0177,2026-01-01T08:52:07,11602.63,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00066,CUST_00985,MERCH_0030,DEV_0344,IP_00927,PM_0125,2026-01-01T08:52:25,304.8,INR,SUCCESS,WALLET,Chennai,0,,
TXN_00067,CUST_01841,MERCH_0051,DEV_0319,IP_00107,PM_0107,2026-01-01T09:03:56,1252.11,INR,SUCCESS,NET_BANKING,Kolkata,0,,
TXN_00068,CUST_01759,MERCH_0010,DEV_0340,IP_00150,PM_0484,2026-01-01T09:08:40,2524.96,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00069,CUST_00408,MERCH_0072,DEV_0228,IP_00632,PM_0145,2026-01-01T09:17:25,73.15,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00070,CUST_00650,MERCH_0019,DEV_0366,IP_00171,PM_0103,2026-01-01T09:23:37,479.99,INR,FAILED,UPI,Mumbai,0,,
TXN_00071,CUST_01281,MERCH_0037,DEV_0457,IP_00043,PM_0101,2026-01-01T09:27:28,243.99,INR,SUCCESS,CREDIT_CARD,Mumbai,0,,
TXN_00072,CUST_01997,MERCH_0051,DEV_0475,IP_00874,PM_0027,2026-01-01T09:34:14,59.16,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_00073,CUST_01109,MERCH_0002,DEV_0187,IP_00712,PM_0046,2026-01-01T09:37:16,8915.78,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00074,CUST_00413,MERCH_0047,DEV_0181,IP_00929,PM_0294,2026-01-01T09:37:37,6782.03,INR,SUCCESS,UPI,Pune,0,,
TXN_00075,CUST_00100,MERCH_0021,DEV_0486,IP_00489,PM_0022,2026-01-01T09:41:33,9284.19,INR,SUCCESS,DEBIT_CARD,Mumbai,0,,
TXN_00076,CUST_00239,MERCH_0092,DEV_0156,IP_00533,PM_0394,2026-01-01T09:42:08,103.68,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00077,CUST_01227,MERCH_0010,DEV_0426,IP_00308,PM_0048,2026-01-01T09:47:36,75.04,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00078,CUST_01866,MERCH_0005,DEV_0144,IP_00273,PM_0404,2026-01-01T09:51:03,2672.67,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_00079,CUST_01579,MERCH_0037,DEV_0126,IP_00499,PM_0406,2026-01-01T10:30:58,13342.41,INR,SUCCESS,UPI,Kolkata,0,,
TXN_00080,CUST_01217,MERCH_0090,DEV_0005,IP_00821,PM_0205,2026-01-01T10:46:01,8643.27,INR,FAILED,CREDIT_CARD,Surat,0,,
TXN_00081,CUST_01789,MERCH_0011,DEV_0345,IP_00121,PM_0025,2026-01-01T10:46:07,146.93,INR,FAILED,UPI,Chennai,0,,
TXN_00082,CUST_00824,MERCH_0096,DEV_0026,IP_00675,PM_0477,2026-01-01T10:46:52,7386.58,INR,SUCCESS,UPI,Mumbai,0,,
TXN_00083,CUST_00404,MERCH_0024,DEV_0038,IP_00134,PM_0461,2026-01-01T10:47:18,196.84,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00084,CUST_00570,MERCH_0005,DEV_0390,IP_00739,PM_0335,2026-01-01T10:50:56,1488.61,INR,SUCCESS,DEBIT_CARD,Bengaluru,0,,
TXN_00085,CUST_00492,MERCH_0039,DEV_0458,IP_00457,PM_0246,2026-01-01T10:57:11,14329.93,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_00086,CUST_00764,MERCH_0012,DEV_0190,IP_00552,PM_0069,2026-01-01T11:09:46,256.91,INR,SUCCESS,UPI,Kolkata,0,,
TXN_00087,CUST_01792,MERCH_0055,DEV_0059,IP_00836,PM_0369,2026-01-01T11:18:16,175.36,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00088,CUST_01743,MERCH_0035,DEV_0073,IP_00258,PM_0018,2026-01-01T11:19:17,472.72,INR,SUCCESS,UPI,Kolkata,0,,
TXN_00089,CUST_00454,MERCH_0022,DEV_0355,IP_00788,PM_0391,2026-01-01T11:20:57,644.59,INR,SUCCESS,NET_BANKING,Mumbai,0,,
TXN_00090,CUST_01092,MERCH_0072,DEV_0455,IP_00934,PM_0208,2026-01-01T11:22:43,53.98,INR,FAILED,CREDIT_CARD,Bengaluru,0,,
TXN_00091,CUST_00365,MERCH_0071,DEV_0339,IP_00801,PM_0187,2026-01-01T11:23:31,358.82,INR,SUCCESS,CREDIT_CARD,Ahmedabad,0,,
TXN_00092,CUST_00598,MERCH_0016,DEV_0474,IP_00102,PM_0407,2026-01-01T11:24:14,327.63,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00093,CUST_00023,MERCH_0022,DEV_0385,IP_00566,PM_0078,2026-01-01T11:32:02,328.65,INR,SUCCESS,UPI,Mumbai,0,,
TXN_00094,CUST_01305,MERCH_0095,DEV_0375,IP_00239,PM_0288,2026-01-01T11:36:47,4160.5,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_00095,CUST_00884,MERCH_0081,DEV_0427,IP_00292,PM_0110,2026-01-01T11:37:54,6545.89,INR,SUCCESS,DEBIT_CARD,Ahmedabad,0,,
TXN_00096,CUST_01724,MERCH_0024,DEV_0089,IP_00310,PM_0251,2026-01-01T11:41:00,101.06,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_00097,CUST_00599,MERCH_0005,DEV_0043,IP_00541,PM_0258,2026-01-01T11:43:52,100.26,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00098,CUST_01850,MERCH_0040,DEV_0300,IP_00122,PM_0390,2026-01-01T11:43:59,5392.85,INR,SUCCESS,UPI,Kolkata,0,,
TXN_00099,CUST_01395,MERCH_0029,DEV_0215,IP_00813,PM_0496,2026-01-01T11:50:11,447.78,INR,SUCCESS,UPI,Delhi,0,,
TXN_00100,CUST_01840,MERCH_0078,DEV_0353,IP_00347,PM_0474,2026-01-01T11:52:02,113.63,INR,SUCCESS,UPI,Pune,0,,
TXN_00101,CUST_00631,MERCH_0001,DEV_0051,IP_00013,PM_0077,2026-01-01T11:53:36,1500.0,INR,SUCCESS,DEBIT_CARD,Pune,0,,
TXN_00102,CUST_01928,MERCH_0059,DEV_0398,IP_00409,PM_0342,2026-01-01T11:59:45,589.31,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00103,CUST_01098,MERCH_0027,DEV_0247,IP_00045,PM_0277,2026-01-01T12:05:25,52.45,INR,SUCCESS,UPI,Chennai,0,,
TXN_00104,CUST_01720,MERCH_0082,DEV_0025,IP_00425,PM_0234,2026-01-01T12:08:20,155.7,INR,SUCCESS,UPI,Pune,0,,
TXN_00105,CUST_01837,MERCH_0075,DEV_0104,IP_00259,PM_0136,2026-01-01T12:14:13,1862.16,INR,SUCCESS,UPI,Pune,0,,
TXN_00106,CUST_00191,MERCH_0062,DEV_0442,IP_00201,PM_0487,2026-01-01T12:17:38,531.34,INR,SUCCESS,DEBIT_CARD,Ahmedabad,0,,
TXN_00107,CUST_00547,MERCH_0030,DEV_0274,IP_00168,PM_0388,2026-01-01T12:20:45,513.97,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_00108,CUST_01683,MERCH_0060,DEV_0123,IP_00782,PM_0455,2026-01-01T12:22:59,445.86,INR,SUCCESS,UPI,Pune,0,,
TXN_00109,CUST_01404,MERCH_0060,DEV_0463,IP_00411,PM_0304,2026-01-01T12:26:29,545.04,INR,SUCCESS,NET_BANKING,Delhi,0,,
TXN_00110,CUST_00873,MERCH_0063,DEV_0170,IP_00398,PM_0452,2026-01-01T12:29:08,107.73,INR,SUCCESS,CREDIT_CARD,Hyderabad,0,,
TXN_00111,CUST_00075,MERCH_0085,DEV_0176,IP_00433,PM_0248,2026-01-01T12:49:19,5896.33,INR,SUCCESS,DEBIT_CARD,Delhi,0,,
TXN_00112,CUST_00899,MERCH_0058,DEV_0263,IP_00793,PM_0073,2026-01-01T12:58:15,284.19,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00113,CUST_01936,MERCH_0011,DEV_0410,IP_00994,PM_0187,2026-01-01T13:04:34,87.78,INR,SUCCESS,CREDIT_CARD,Chennai,0,,
TXN_00114,CUST_00305,MERCH_0076,DEV_0477,IP_00818,PM_0338,2026-01-01T13:05:59,5100.95,INR,SUCCESS,CREDIT_CARD,Hyderabad,0,,
TXN_00115,CUST_01713,MERCH_0060,DEV_0161,IP_00115,PM_0477,2026-01-01T13:12:02,393.9,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_00116,CUST_01797,MERCH_0044,DEV_0420,IP_00605,PM_0436,2026-01-01T13:14:05,397.15,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00117,CUST_01407,MERCH_0011,DEV_0100,IP_00555,PM_0004,2026-01-01T13:18:25,6808.01,INR,PENDING,UPI,Pune,0,,
TXN_00118,CUST_01672,MERCH_0073,DEV_0120,IP_00856,PM_0012,2026-01-01T13:34:57,323.34,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00119,CUST_00696,MERCH_0075,DEV_0100,IP_00139,PM_0497,2026-01-01T13:54:40,803.01,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00120,CUST_01308,MERCH_0094,DEV_0457,IP_00680,PM_0274,2026-01-01T14:00:28,52377.81,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00121,CUST_01344,MERCH_0018,DEV_0415,IP_00805,PM_0064,2026-01-01T14:05:36,131.42,INR,SUCCESS,DEBIT_CARD,Chennai,0,,
TXN_00122,CUST_00785,MERCH_0073,DEV_0281,IP_00188,PM_0030,2026-01-01T14:07:09,107.46,INR,SUCCESS,CREDIT_CARD,Surat,0,,
TXN_00123,CUST_00079,MERCH_0059,DEV_0077,IP_00873,PM_0343,2026-01-01T14:15:25,114.38,INR,PENDING,UPI,Hyderabad,0,,
TXN_00124,CUST_01039,MERCH_0054,DEV_0388,IP_00455,PM_0043,2026-01-01T14:16:27,261.92,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00125,CUST_01542,MERCH_0020,DEV_0215,IP_00011,PM_0165,2026-01-01T14:31:20,30127.93,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_00126,CUST_01297,MERCH_0052,DEV_0406,IP_00958,PM_0135,2026-01-01T14:32:32,730.6,INR,SUCCESS,UPI,Delhi,0,,
TXN_00127,CUST_00063,MERCH_0022,DEV_0432,IP_00703,PM_0359,2026-01-01T14:41:04,70164.15,INR,SUCCESS,CREDIT_CARD,Jaipur,0,,
TXN_00128,CUST_00533,MERCH_0021,DEV_0023,IP_00548,PM_0467,2026-01-01T14:43:29,162.41,INR,SUCCESS,UPI,Surat,0,,
TXN_00129,CUST_00612,MERCH_0001,DEV_0015,IP_00558,PM_0393,2026-01-01T14:45:02,191.86,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00130,CUST_00457,MERCH_0023,DEV_0087,IP_00790,PM_0117,2026-01-01T14:45:20,9564.12,INR,FAILED,WALLET,Delhi,0,,
TXN_00131,CUST_01613,MERCH_0003,DEV_0236,IP_00670,PM_0480,2026-01-01T14:51:05,537.77,INR,PENDING,UPI,Ahmedabad,0,,
TXN_00132,CUST_01970,MERCH_0094,DEV_0019,IP_00836,PM_0062,2026-01-01T14:52:43,2459.92,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00133,CUST_01758,MERCH_0095,DEV_0399,IP_00482,PM_0030,2026-01-01T14:54:48,719.99,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_00134,CUST_00655,MERCH_0034,DEV_0005,IP_00557,PM_0432,2026-01-01T14:54:53,861.14,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_00135,CUST_01007,MERCH_0023,DEV_0426,IP_00874,PM_0061,2026-01-01T15:00:32,1740.49,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_00136,CUST_01484,MERCH_0077,DEV_0064,IP_00835,PM_0410,2026-01-01T15:05:18,561.49,INR,SUCCESS,UPI,Mumbai,0,,
TXN_00137,CUST_01833,MERCH_0017,DEV_0194,IP_00563,PM_0444,2026-01-01T15:18:50,1576.01,INR,SUCCESS,UPI,Delhi,0,,
TXN_00138,CUST_01696,MERCH_0005,DEV_0251,IP_00577,PM_0124,2026-01-01T15:29:06,105.09,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_00139,CUST_01084,MERCH_0055,DEV_0130,IP_00573,PM_0449,2026-01-01T15:31:49,11799.95,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00140,CUST_00105,MERCH_0075,DEV_0332,IP_00002,PM_0208,2026-01-01T15:40:17,185.35,INR,SUCCESS,CREDIT_CARD,Delhi,0,,
TXN_00141,CUST_00535,MERCH_0015,DEV_0279,IP_00512,PM_0153,2026-01-01T15:48:45,841.14,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_00142,CUST_00127,MERCH_0028,DEV_0090,IP_00653,PM_0392,2026-01-01T15:54:13,302.33,INR,SUCCESS,UPI,Pune,0,,
TXN_00143,CUST_01768,MERCH_0095,DEV_0170,IP_00354,PM_0045,2026-01-01T15:54:46,83.41,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_00144,CUST_01125,MERCH_0005,DEV_0400,IP_00715,PM_0394,2026-01-01T15:58:33,9870.05,INR,SUCCESS,UPI,Chennai,0,,
TXN_00145,CUST_00693,MERCH_0016,DEV_0500,IP_00133,PM_0347,2026-01-01T16:24:34,229.93,INR,SUCCESS,CREDIT_CARD,Pune,0,,
TXN_00146,CUST_00308,MERCH_0060,DEV_0423,IP_00282,PM_0356,2026-01-01T16:36:09,5926.78,INR,SUCCESS,CREDIT_CARD,Bengaluru,0,,
TXN_00147,CUST_00321,MERCH_0061,DEV_0127,IP_00391,PM_0023,2026-01-01T16:38:23,676.19,INR,SUCCESS,UPI,Chennai,0,,
TXN_00148,CUST_00690,MERCH_0061,DEV_0106,IP_00543,PM_0085,2026-01-01T16:39:16,416.76,INR,SUCCESS,UPI,Kolkata,0,,
TXN_00149,CUST_01499,MERCH_0066,DEV_0057,IP_00076,PM_0294,2026-01-01T16:41:34,710.44,INR,SUCCESS,UPI,Jaipur,0,,
TXN_00150,CUST_00087,MERCH_0025,DEV_0239,IP_00493,PM_0143,2026-01-01T16:51:08,1685.19,INR,SUCCESS,UPI,Bengaluru,0,,
TXN_00151,CUST_00689,MERCH_0060,DEV_0370,IP_00101,PM_0146,2026-01-01T17:09:53,78.37,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00152,CUST_01535,MERCH_0070,DEV_0204,IP_00033,PM_0261,2026-01-01T17:10:12,76.43,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00153,CUST_01425,MERCH_0083,DEV_0115,IP_00888,PM_0023,2026-01-01T17:35:54,438.83,INR,SUCCESS,UPI,Mumbai,0,,
TXN_00154,CUST_00361,MERCH_0087,DEV_0202,IP_00307,PM_0431,2026-01-01T17:35:59,158.0,INR,SUCCESS,UPI,Delhi,0,,
TXN_00155,CUST_00987,MERCH_0095,DEV_0392,IP_00984,PM_0127,2026-01-01T17:39:59,118.83,INR,SUCCESS,UPI,Delhi,0,,
TXN_00156,CUST_01292,MERCH_0030,DEV_0139,IP_00819,PM_0045,2026-01-01T17:46:12,26199.25,INR,SUCCESS,CREDIT_CARD,Chennai,0,,
TXN_00157,CUST_00079,MERCH_0030,DEV_0154,IP_00235,PM_0343,2026-01-01T17:47:21,60.41,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00158,CUST_00921,MERCH_0054,DEV_0387,IP_00860,PM_0403,2026-01-01T17:48:32,356.39,INR,SUCCESS,UPI,Pune,0,,
TXN_00159,CUST_00209,MERCH_0073,DEV_0038,IP_00536,PM_0293,2026-01-01T18:16:03,466.85,INR,SUCCESS,DEBIT_CARD,Chennai,0,,
TXN_00160,CUST_01819,MERCH_0049,DEV_0284,IP_00192,PM_0242,2026-01-01T18:16:27,5893.23,INR,SUCCESS,CREDIT_CARD,Kolkata,0,,
TXN_00161,CUST_00566,MERCH_0045,DEV_0157,IP_00554,PM_0317,2026-01-01T18:44:41,13267.83,INR,SUCCESS,UPI,Hyderabad,0,,
TXN_00162,CUST_00390,MERCH_0023,DEV_0073,IP_00303,PM_0228,2026-01-01T19:37:35,415.28,INR,SUCCESS,DEBIT_CARD,Surat,0,,
TXN_00163,CUST_01179,MERCH_0049,DEV_0482,IP_00355,PM_0072,2026-01-01T19:47:05,455.45,INR,SUCCESS,UPI,Ahmedabad,0,,
TXN_00164,CUST_01697,MERCH_0056,DEV_0225,IP_00559,PM_0461,2026-01-01T19:50:47,59.11,INR,SUCCESS,UPI,Chennai,0,,
